Content ID,Question ID,Flag type,Original value,Cleaned value,Note
RIX-069,Q2,normalized multi-select formatting,"Gender issues, e.g. equality, Mental health, Social issues, e.g. corruption","Mental health, Gender issues, Social issues",Standardized separators/case/order/exact labels
RIX-069,Q8,normalized multi-select formatting,"Men's behavior, Mental health/emotional struggle, Kenyan or Nigerian political/social problems","Kenyan or Nigerian political/social problems, Men's behavior, Mental health/emotional struggle",Standardized separators/case/order/exact labels
RIX-079,Q2,normalized multi-select formatting,"Gender issues, e.g. equality, Mental health, Social issues, e.g. corruption","Mental health, Gender issues, Social issues",Standardized separators/case/order/exact labels
RIX-079,Q8,normalized multi-select formatting,"Men's behavior, Mental health/emotional struggle, Kenyan or Nigerian political/social problems, Global political/social/cultural problems","Kenyan or Nigerian political/social problems, Global political/social/cultural problems, Men's behavior, Mental health/emotional struggle",Standardized separators/case/order/exact labels
PHIL-008,Q1A,normalized multi-select formatting,"Shares something surprising, Shares something violent or gross","Shares something violent or gross, Shares something surprising",Standardized separators/case/order/exact labels
PHIL-008,Q2,normalized multi-select formatting,"Gender issues, e.g. equality, Family/Children, Social issues, e.g. corruption","Family/children, Gender issues, Social issues",Standardized separators/case/order/exact labels
PHIL-008,Q9,normalized multi-select formatting,"More equality/respect for women, Social or political change","Social or political change, More equality/respect for women",Standardized separators/case/order/exact labels
PHIL-008,Q7,conditional normalization,,Not applicable,Q6 = No/Not applicable
PHIL-009,Q2,normalized multi-select formatting,"Gender issues, e.g. equality",Gender issues,Standardized separators/case/order/exact labels
PHIL-013,Q2,normalized multi-select formatting,"Gender issues, e.g. equality, Family/Children, Dating/marriage","Dating/marriage, Family/children, Gender issues",Standardized separators/case/order/exact labels
PHIL-013,Q7,conditional normalization,Not applicable,Mixed/unclear,Q6 = Unclear
PHIL-025,Q2,normalized multi-select formatting,"Gender issues, e.g. equality, Family/Children","Family/children, Gender issues",Standardized separators/case/order/exact labels
PHIL-025,Q8,normalized multi-select formatting,"Kenyan or Nigerian political/social problems, Women/feminism, Men’s behavior","Kenyan or Nigerian political/social problems, Women/feminism, Men's behavior",Standardized separators/case/order/exact labels
PHIL-025,Q9,normalized multi-select formatting,"More emotional growth/healing, Building community, Social or political change","Social or political change, More emotional growth/healing, Building community",Standardized separators/case/order/exact labels
PHIL-037,Q2,normalized multi-select formatting,"Family/children, Social issues, e.g. corruption","Family/children, Social issues",Standardized separators/case/order/exact labels
KIBE-016,Q2,normalized multi-select formatting,"Family/children, Gender issues, e.g. equality","Family/children, Gender issues",Standardized separators/case/order/exact labels
KIBE-016,Q8,normalized multi-select formatting,"Women/feminism, Men’s behavior","Women/feminism, Men's behavior",Standardized separators/case/order/exact labels
KIBE-016,Q10,normalized multi-select formatting,"Commentary/opinion, Advice/instruction, Personal story","Advice/instruction, Personal story, Commentary/opinion",Standardized separators/case/order/exact labels
KIBE-016,Q11,normalized multi-select formatting,"Self expression/identity construction, Connection/social interaction","Connection/social interaction, Self expression/identity construction",Standardized separators/case/order/exact labels
KIBE-019,Q2,normalized multi-select formatting,"Gender issues, e.g. equality, Family/children, Social issues, e.g. corruption","Family/children, Gender issues, Social issues",Standardized separators/case/order/exact labels
KIBE-019,Q7,normalized multi-select formatting,"Men need to be fully self-reliant, Men need to dominate/lead","Men need to dominate/lead, Men need to be fully self-reliant",Standardized separators/case/order/exact labels
KIBE-019,Q8,normalized multi-select formatting,"Kenyan or Nigerian political/social problems, Women/feminism, Men’s behavior","Kenyan or Nigerian political/social problems, Women/feminism, Men's behavior",Standardized separators/case/order/exact labels
KIBE-024,Q2,normalized multi-select formatting,"Gender issues, e.g. equality, Family/children, Social issues, e.g. corruption","Family/children, Gender issues, Social issues",Standardized separators/case/order/exact labels
KIBE-024,Q8,normalized multi-select formatting,"Kenyan or Nigerian political/social problems, Global political/social/cultural problems, Western political/social influence, Women/feminism, Men’s behavior","Kenyan or Nigerian political/social problems, Global political/social/cultural problems, Western political/social influence, Women/feminism, Men's behavior",Standardized separators/case/order/exact labels
KIBE-024,Q10,normalized multi-select formatting,"Commentary/opinion, Advice/instruction","Advice/instruction, Commentary/opinion",Standardized separators/case/order/exact labels
KIBE-024,Q11,normalized multi-select formatting,"Self expression/identity construction, Connection/social interaction","Connection/social interaction, Self expression/identity construction",Standardized separators/case/order/exact labels
KIBE-049,Q2,normalized multi-select formatting,"Dating/marriage, Gender issues, e.g. equality","Dating/marriage, Gender issues",Standardized separators/case/order/exact labels
KIBE-049,Q7,normalized multi-select formatting,"Men need to dominate/lead, Men need to be fully self-reliant, Men are disadvantaged/victims","Men need to dominate/lead, Men are disadvantaged/victims, Men need to be fully self-reliant",Standardized separators/case/order/exact labels
KIBE-049,Q8,normalized multi-select formatting,"Women/feminism, Men’s behavior","Women/feminism, Men's behavior",Standardized separators/case/order/exact labels
KIBE-049,Q10,normalized multi-select formatting,"Commentary/opinion, Advice/instruction","Advice/instruction, Commentary/opinion",Standardized separators/case/order/exact labels
KIBE-050,Q2,normalized multi-select formatting,"Gender issues, e.g. equality",Gender issues,Standardized separators/case/order/exact labels
KIBE-050,Q8,normalized multi-select formatting,"Women/feminism, Men’s behavior","Women/feminism, Men's behavior",Standardized separators/case/order/exact labels
KIBE-050,Q10,normalized multi-select formatting,"Commentary/opinion, Advice/instruction","Advice/instruction, Commentary/opinion",Standardized separators/case/order/exact labels
KIBE-050,Q7A,shortened other specify,Men need to not treat women as women,Men need to not treat,Prompt requests 1-5 words
KIBE-051,Q1A,normalized multi-select formatting,"Shares something surprising, Humor or sarcasm, Compelling question","Compelling question, Humor or sarcasm, Shares something surprising",Standardized separators/case/order/exact labels
KIBE-051,Q2,normalized multi-select formatting,"Gender issues, e.g. equality, Dating/marriage","Dating/marriage, Gender issues",Standardized separators/case/order/exact labels
KIBE-051,Q10,normalized multi-select formatting,"Commentary/opinion, Advice/instruction, Humor/satire","Advice/instruction, Commentary/opinion, Humor/satire",Standardized separators/case/order/exact labels
KIBE-051,Q7,conditional normalization,,Not applicable,Q6 = No/Not applicable
KIBE-054,Q2,normalized multi-select formatting,"Gender issues, e.g. equality, Money/status","Money/status, Gender issues",Standardized separators/case/order/exact labels
KIBE-054,Q8,normalized multi-select formatting,"Women/feminism, Men’s behavior, Economic/status pressure","Women/feminism, Men's behavior, Economic/status pressure",Standardized separators/case/order/exact labels
KIBE-054,Q10,normalized multi-select formatting,"Commentary/opinion, Advice/instruction","Advice/instruction, Commentary/opinion",Standardized separators/case/order/exact labels
KIBE-071,Q2,normalized multi-select formatting,"Gender issues, e.g. equality, Family/children","Family/children, Gender issues",Standardized separators/case/order/exact labels
KIBE-071,Q7,normalized multi-select formatting,"Men are disadvantaged/victims, Men need to dominate/lead","Men need to dominate/lead, Men are disadvantaged/victims",Standardized separators/case/order/exact labels
KIBE-071,Q8,normalized multi-select formatting,"Women/feminism, Men’s behavior","Women/feminism, Men's behavior",Standardized separators/case/order/exact labels
KIBE-071,Q10,normalized multi-select formatting,"Commentary/opinion, Advice/instruction","Advice/instruction, Commentary/opinion",Standardized separators/case/order/exact labels
1954098073262522452,Q2,normalized multi-select formatting,"Gender issues, e.g. equality, Dating/marriage, Mental health","Dating/marriage, Mental health, Gender issues",Standardized separators/case/order/exact labels
1954098073262522452,Q7,normalized multi-select formatting,"Men need to dominate/lead, Men need to be fully self-reliant, Men are disadvantaged/victims","Men need to dominate/lead, Men are disadvantaged/victims, Men need to be fully self-reliant",Standardized separators/case/order/exact labels
1954098073262522452,Q8,normalized multi-select formatting,"Women/feminism, Men’s behavior, Mental health/emotional struggle","Women/feminism, Men's behavior, Mental health/emotional struggle",Standardized separators/case/order/exact labels
1954098073262522452,Q11,normalized multi-select formatting,"Self expression/identity construction, Connection/social interaction, Information seeking","Information seeking, Connection/social interaction, Self expression/identity construction",Standardized separators/case/order/exact labels
1954196373861003731,Q2,normalized multi-select formatting,"Gender issues, e.g. equality, Friends/socializing","Friends/socializing, Gender issues",Standardized separators/case/order/exact labels
1954196373861003731,Q7,normalized multi-select formatting,"Men need to be fully self-reliant, Men need to not show emotions, Men need to provide/succeed","Men need to provide/succeed, Men need to be fully self-reliant, Men need to not show emotions",Standardized separators/case/order/exact labels
1954196373861003731,Q8,normalized multi-select formatting,Men’s behavior,Men's behavior,Standardized separators/case/order/exact labels
1954196373861003731,Q11,normalized multi-select formatting,"Self expression/identity construction, Status seeking, Information seeking","Information seeking, Self expression/identity construction, Status seeking",Standardized separators/case/order/exact labels
1962749588588187787,Q8,normalized multi-select formatting,Men’s behavior,Men's behavior,Standardized separators/case/order/exact labels
1962749588588187787,Q10,normalized multi-select formatting,"Advice/instruction, Motivational speech, Commentary/opinion","Advice/instruction, Commentary/opinion, Motivational speech",Standardized separators/case/order/exact labels
1962749588588187787,Q11,normalized multi-select formatting,"Self expression/identity construction, Status seeking, Information seeking","Information seeking, Self expression/identity construction, Status seeking",Standardized separators/case/order/exact labels
1969363662281314544,Q3,normalized multi-select formatting,"Commentary/reaction content, Motivational/self-help content","Motivational/self-help content, Commentary/reaction content",Standardized separators/case/order/exact labels
1969363662281314544,Q7,normalized multi-select formatting,"Men need to be fully self-reliant, Men are disadvantaged/victims, Men need to not show emotions, Men need to provide/succeed","Men need to provide/succeed, Men are disadvantaged/victims, Men need to be fully self-reliant, Men need to not show emotions",Standardized separators/case/order/exact labels
1969363662281314544,Q8,normalized multi-select formatting,"Economic/status pressure, Mental health/emotional struggle, Women/Feminism","Women/feminism, Economic/status pressure, Mental health/emotional struggle",Standardized separators/case/order/exact labels
1969363662281314544,Q10,normalized multi-select formatting,"Advice/instruction, News/telling facts, Commentary/opinion","Advice/instruction, Commentary/opinion, News/telling facts",Standardized separators/case/order/exact labels
1969363662281314544,Q11,normalized multi-select formatting,"Self expression/identity construction, Status seeking, Information seeking","Information seeking, Self expression/identity construction, Status seeking",Standardized separators/case/order/exact labels
1969363662281314544,Q12,normalized multi-select formatting,"Facts/statistics, Generalizations about men/women, Cultural/social observations","Generalizations about men/women, Cultural/social observations, Facts/statistics",Standardized separators/case/order/exact labels
1969363662281314544,Q13,normalized multi-select formatting,"References data, Presented as common sense, Anecdotal examples","Anecdotal examples, Presented as common sense, References data",Standardized separators/case/order/exact labels
2039762097798520881,Q7,normalized multi-select formatting,"Men need to be fully self-reliant, Men need to improve themselves, Men are disadvantaged/victims","Men are disadvantaged/victims, Men need to improve themselves, Men need to be fully self-reliant",Standardized separators/case/order/exact labels
2039762097798520881,Q8,normalized multi-select formatting,"Women/feminism, Men’s behavior, Mental health/emotional struggle","Women/feminism, Men's behavior, Mental health/emotional struggle",Standardized separators/case/order/exact labels
2039762097798520881,Q9,normalized multi-select formatting,"Assert dominance/control, More equality/respect for men, More self-discipline/fitness
","Assert dominance/control, More self-discipline/fitness, More equality/respect for men",Standardized separators/case/order/exact labels
2039762097798520881,Q12,normalized multi-select formatting,"Stories about men/women, Generalizations about men/women","Generalizations about men/women, Stories about men/women",Standardized separators/case/order/exact labels
2040368802852962653,Q2,normalized multi-select formatting,"Dating/marriage, Family/children, Gender issues, e.g. equality","Dating/marriage, Family/children, Gender issues",Standardized separators/case/order/exact labels
2040368802852962653,Q7,normalized multi-select formatting,"Men need to be dominant/lead, Men are disadvantaged/victims, Men need to provide/succeed","Men need to dominate/lead, Men need to provide/succeed, Men are disadvantaged/victims",Standardized separators/case/order/exact labels
2040368802852962653,Q8,normalized multi-select formatting,"Women/feminism, Men’s behavior","Women/feminism, Men's behavior",Standardized separators/case/order/exact labels
2046177081617166630,Q2,normalized multi-select formatting,"Gender issues, e.g. equality, Dating/marriage, Mental health, Social issues, e.g. corruption","Dating/marriage, Mental health, Gender issues, Social issues",Standardized separators/case/order/exact labels
2046177081617166630,Q7,normalized multi-select formatting,"Men need to dominate/lead, Men need to be fully self-reliant, Men need to not show emotions, Men need to improve themselves, Other","Men need to dominate/lead, Men need to improve themselves, Men need to be fully self-reliant, Men need to not show emotions, Other",Standardized separators/case/order/exact labels
2046177081617166630,Q8,normalized multi-select formatting,"Women/feminism, Men’s behavior","Women/feminism, Men's behavior",Standardized separators/case/order/exact labels
2046177081617166630,Q10,normalized multi-select formatting,"Advice/instruction, Commentary/opinion, Personal story","Advice/instruction, Personal story, Commentary/opinion",Standardized separators/case/order/exact labels
2046177081617166630,Q11,normalized multi-select formatting,"Self expression/identity construction, Connection/social interaction, Status seeking","Connection/social interaction, Self expression/identity construction, Status seeking",Standardized separators/case/order/exact labels
2046177081617166630,Q12,normalized multi-select formatting,"Personal experience, Stories about men/women, Generalizations about men/women","Generalizations about men/women, Personal experience, Stories about men/women",Standardized separators/case/order/exact labels
2046177081617166630,Q13,normalized multi-select formatting,"Anecdotal examples, Presented as common sense, References external sources, such as other influencers","Anecdotal examples, Presented as common sense, References external sources such as other influencers",Standardized separators/case/order/exact labels
KIBE-006,Q2,normalized multi-select formatting,"Social issues, e.g. corruption",Social issues,Standardized separators/case/order/exact labels
KIBE-006,Q8,normalized multi-select formatting,"Men's behavior, Global political/social/cultural problems","Global political/social/cultural problems, Men's behavior",Standardized separators/case/order/exact labels
KIBE-006,Q9,normalized multi-select formatting,"More equality/respect for men, Social or political change
","Social or political change, More equality/respect for men",Standardized separators/case/order/exact labels
EDDY-057,Q2,normalized multi-select formatting,"Mental health, Friends/socializing, Gender issues, e.g. equality","Friends/socializing, Mental health, Gender issues",Standardized separators/case/order/exact labels
EDDY-057,Q3,normalized multi-select formatting,"Commentary/reaction content, Motivational/self-help content","Motivational/self-help content, Commentary/reaction content",Standardized separators/case/order/exact labels
EDDY-057,Q7,normalized multi-select formatting,"Men need to be emotionally open, Men need to build community","Men need to be emotionally open, Other",Standardized separators/case/order/exact labels
EDDY-057,Q8,normalized multi-select formatting,"Mental health/emotional struggle, Men's behavior","Men's behavior, Mental health/emotional struggle",Standardized separators/case/order/exact labels
EDDY-057,Q10,normalized multi-select formatting,"Commentary/opinion, Motivational speech, Personal story","Personal story, Commentary/opinion, Motivational speech",Standardized separators/case/order/exact labels
EDDY-057,Q12,normalized multi-select formatting,"Cultural/social observations, Personal experience","Personal experience, Cultural/social observations",Standardized separators/case/order/exact labels
EDDY-057,Q13,normalized multi-select formatting,"Presented as common sense, Anecdotal examples
","Anecdotal examples, Presented as common sense",Standardized separators/case/order/exact labels
EDDY-057,Q7A,missing other specify,,,Q7 includes Other but specify is blank
RIX-066,Q2,normalized multi-select formatting,"Mental health, Social issues, e.g. corruption","Mental health, Social issues",Standardized separators/case/order/exact labels
RIX-066,Q8,normalized multi-select formatting,"Mental health/emotional struggle, Family/children","Mental health/emotional struggle, Other",Standardized separators/case/order/exact labels
RIX-066,Q12,normalized multi-select formatting,"Facts/statistics, Cultural/social observations","Cultural/social observations, Facts/statistics",Standardized separators/case/order/exact labels
RIX-066,Q13,normalized multi-select formatting,"References data, Presented as common sense","Presented as common sense, References data",Standardized separators/case/order/exact labels
RIX-066,Q7,conditional normalization,Not applicable,Mixed/unclear,Q6 = Unclear
RIX-066,Q8A,missing other specify,,,Q8 includes Other but specify is blank
EDDY-001,Q2,normalized multi-select formatting,"Money/status, Mental health, Family/children","Family/children, Money/status, Mental health",Standardized separators/case/order/exact labels
EDDY-001,Q7,conditional normalization,Mixed/unclear,Not applicable,Q6 = No/Not applicable
EDDY-027,Q2,normalized multi-select formatting,"Mental health, Gender issues, e.g. equality, Friends/socializing","Friends/socializing, Mental health, Gender issues",Standardized separators/case/order/exact labels
EDDY-027,Q8,normalized multi-select formatting,"Mental health/emotional struggle, Men’s behavior, General political/social/cultural problems, Kenyan or Nigerian political/social problems","Kenyan or Nigerian political/social problems, Global political/social/cultural problems, Men's behavior, Mental health/emotional struggle",Standardized separators/case/order/exact labels
EDDY-027,Q12,normalized multi-select formatting,"Cultural/social observations, Generalizations about men/women","Generalizations about men/women, Cultural/social observations",Standardized separators/case/order/exact labels
EDDY-032,Q2,normalized multi-select formatting,"Mental health, Gender issues, e.g. equality","Mental health, Gender issues",Standardized separators/case/order/exact labels
EDDY-032,Q8,normalized multi-select formatting,"Mental health/emotional struggle, General political/social/cultural problems","Global political/social/cultural problems, Mental health/emotional struggle",Standardized separators/case/order/exact labels
EDDY-032,Q12,normalized multi-select formatting,"Cultural/social observations, Generalizations about men/women","Generalizations about men/women, Cultural/social observations",Standardized separators/case/order/exact labels
EDDY-060,Q2,normalized multi-select formatting,"Friends/socializing, Mental health, Gender issues, e.g. equality","Friends/socializing, Mental health, Gender issues",Standardized separators/case/order/exact labels
EDDY-060,Q8,normalized multi-select formatting,"Mental health/emotional struggle, Men’s behavior","Men's behavior, Mental health/emotional struggle",Standardized separators/case/order/exact labels
RIX-004,Q2,normalized multi-select formatting,"Friends/socializing, Mental health, Gender issues, e.g. equality","Friends/socializing, Mental health, Gender issues",Standardized separators/case/order/exact labels
RIX-004,Q8,normalized multi-select formatting,"Men’s behavior, Mental health/emotional struggle, Kenyan or Nigerian political/social problems","Kenyan or Nigerian political/social problems, Men's behavior, Mental health/emotional struggle",Standardized separators/case/order/exact labels
RIX-004,Q9,normalized multi-select formatting,"Building community, More emotional growth/healing","More emotional growth/healing, Building community",Standardized separators/case/order/exact labels
RIX-004,Q7A,shortened other specify,Men need to build supportive communities,Men need to build supportive,Prompt requests 1-5 words
RIX-004,Q18B,shortened other specify,Calls for men to participate in vulnerability and community-building,Calls for men to participate,Prompt requests 1-5 words
RIX-033,Q3,normalized multi-select formatting,"Interview/conversational content, Motivational/self-help content /","Interview/conversational content, Motivational/self-help content",Standardized separators/case/order/exact labels
RIX-033,Q6,conditional normalization,No,Not applicable,Q4 = No
RIX-042,Q2,normalized multi-select formatting,"Gender issues, e.g. equality, Mental health, Dating/marriage","Dating/marriage, Mental health, Gender issues",Standardized separators/case/order/exact labels
RIX-042,Q8,normalized multi-select formatting,"Mental health/emotional struggle, Women/feminism, Men’s behavior","Women/feminism, Men's behavior, Mental health/emotional struggle",Standardized separators/case/order/exact labels
RIX-073,Q2,normalized multi-select formatting,"Family/children, Mental health, Social issues, e.g. corruption","Family/children, Mental health, Social issues",Standardized separators/case/order/exact labels
RIX-073,Q8,normalized multi-select formatting,"Mental health/emotional struggle, Kenyan or Nigerian political/social problems, General political/social/cultural problems, Men’s behavior","Kenyan or Nigerian political/social problems, Global political/social/cultural problems, Men's behavior, Mental health/emotional struggle",Standardized separators/case/order/exact labels
RIX-073,Q10,normalized multi-select formatting,"Personal story, News/telling facts, Commentary/opinion","Personal story, Commentary/opinion, News/telling facts",Standardized separators/case/order/exact labels
RIX-077,Q2,normalized multi-select formatting,"Family/children, Mental health, Social issues, e.g. corruption","Family/children, Mental health, Social issues",Standardized separators/case/order/exact labels
RIX-077,Q6,conditional normalization,No,Not applicable,Q4 = No
RIX-087,Q2,normalized multi-select formatting,"Mental health, Social Issues, e.g. corruption, Gender issues, e.g. equality, Religion/morality","Mental health, Gender issues, Social issues, Religion/morality",Standardized separators/case/order/exact labels
RIX-087,Q8,normalized multi-select formatting,"Mental health/emotional struggle, General political/social/cultural problems, Men’s behavior","Global political/social/cultural problems, Men's behavior, Mental health/emotional struggle",Standardized separators/case/order/exact labels
RIX-087,Q9,normalized multi-select formatting,"Building community, More emotional growth/healing","More emotional growth/healing, Building community",Standardized separators/case/order/exact labels
PHIL-022,Q2,normalized multi-select formatting,"Gender issues, e.g. equality, Social issues, e.g. corruption","Gender issues, Social issues",Standardized separators/case/order/exact labels
PHIL-022,Q8,normalized multi-select formatting,"Kenyan or Nigerian political/social problems, General political/social/cultural problems","Kenyan or Nigerian political/social problems, Global political/social/cultural problems",Standardized separators/case/order/exact labels
PHIL-022,Q13,removed conflicting null option,"Presented as common sense, No justification, Other","Presented as common sense, Other",Null option cannot be combined with substantive labels
PHIL-022,Q13,normalized multi-select formatting,"Presented as common sense, No justification, Other","Presented as common sense, Other",Standardized separators/case/order/exact labels
PHIL-024,Q2,normalized multi-select formatting,"Gender issues, e.g. equality, Social issues, e.g. corruption, Family/children","Family/children, Gender issues, Social issues",Standardized separators/case/order/exact labels
PHIL-024,Q8,normalized multi-select formatting,"Kenyan or Nigerian political/social problems, Women/feminism, General political/social/cultural problems","Kenyan or Nigerian political/social problems, Global political/social/cultural problems, Women/feminism",Standardized separators/case/order/exact labels
PHIL-024,Q10,normalized multi-select formatting,"Commentary/opinion, Advice/instruction","Advice/instruction, Commentary/opinion",Standardized separators/case/order/exact labels
PHIL-024,Q18B,shortened other specify,Calls for community sensitization about the value of girls,Calls for community sensitization about,Prompt requests 1-5 words
PHIL-034,Q2,normalized multi-select formatting,"Gender issues, e.g. equality, Social issues, e.g. corruption","Gender issues, Social issues",Standardized separators/case/order/exact labels
PHIL-034,Q8,normalized multi-select formatting,"Women/feminism, General political/social/cultural problems","Global political/social/cultural problems, Women/feminism",Standardized separators/case/order/exact labels
PHIL-041,Q2,normalized multi-select formatting,"Social issues, e.g. corruption",Social issues,Standardized separators/case/order/exact labels
PHIL-041,Q8,normalized multi-select formatting,"Kenyan or Nigerian political/social problems, General political/social/cultural problems","Kenyan or Nigerian political/social problems, Global political/social/cultural problems",Standardized separators/case/order/exact labels
PHIL-041,Q10,normalized multi-select formatting,"Commentary/opinion, Advice/instruction","Advice/instruction, Commentary/opinion",Standardized separators/case/order/exact labels
PHIL-041,Q18B,shortened other specify,"Calls for awareness, compassion, civic education, and economic change","Calls for awareness, compassion, civic",Prompt requests 1-5 words
KIBE-003,Q2,normalized multi-select formatting,"Dating/marriage, Gender issues, e.g. equality","Dating/marriage, Gender issues",Standardized separators/case/order/exact labels
KIBE-003,Q8,normalized multi-select formatting,"Women/feminism, Men’s behavior","Women/feminism, Men's behavior",Standardized separators/case/order/exact labels
KIBE-003,Q11,normalized multi-select formatting,"Self expression/identity construction, Entertainment/escapism, Status seeking","Entertainment/escapism, Self expression/identity construction, Status seeking",Standardized separators/case/order/exact labels
KIBE-003,Q13,removed conflicting null option,"Presented as common sense, No justification",Presented as common sense,Null option cannot be combined with substantive labels
KIBE-003,Q13,normalized multi-select formatting,"Presented as common sense, No justification",Presented as common sense,Standardized separators/case/order/exact labels
KIBE-008,Q2,normalized multi-select formatting,"Dating/marriage, Money/status, Gender issues, e.g. equality, Religion/morality","Dating/marriage, Money/status, Gender issues, Religion/morality",Standardized separators/case/order/exact labels
KIBE-008,Q8,normalized multi-select formatting,"Women/feminism, Men’s behavior, Economic/status pressure","Women/feminism, Men's behavior, Economic/status pressure",Standardized separators/case/order/exact labels
KIBE-008,Q13,removed conflicting null option,"No justification, Presented as common sense",Presented as common sense,Null option cannot be combined with substantive labels
KIBE-008,Q13,normalized multi-select formatting,"No justification, Presented as common sense",Presented as common sense,Standardized separators/case/order/exact labels
KIBE-008,Q18B,shortened other specify,Calls for fathers/community to regulate women's behavior,Calls for fathers/community to regulate,Prompt requests 1-5 words
KIBE-009,Q2,normalized multi-select formatting,"Money/status, Gender issues, Friends/socializing, Dating/marriage","Dating/marriage, Friends/socializing, Money/status, Gender issues",Standardized separators/case/order/exact labels
KIBE-009,Q3,normalized multi-select formatting,"Interview/conversational content, Commentary/reaction content, Motivational/self-help content","Interview/conversational content, Motivational/self-help content, Commentary/reaction content",Standardized separators/case/order/exact labels
KIBE-009,Q8,normalized multi-select formatting,"Women/feminism, Men’s behavior, Economic/status pressure","Women/feminism, Men's behavior, Economic/status pressure",Standardized separators/case/order/exact labels
KIBE-009,Q9,normalized multi-select formatting,"More self-discipline/fitness, More wealth/status, Other","More wealth/status, More self-discipline/fitness, Other",Standardized separators/case/order/exact labels
KIBE-009,Q11,normalized multi-select formatting,"Self expression/identity construction, Status seeking, Entertainment/escapism","Entertainment/escapism, Self expression/identity construction, Status seeking",Standardized separators/case/order/exact labels
KIBE-009,Q18B,shortened other specify,Calls for men to avoid clubs and pursue status-coded hobbies,Calls for men to avoid,Prompt requests 1-5 words
KIBE-028,Q2,normalized multi-select formatting,"Gender issues, Religion/morality, Dating/marriage","Dating/marriage, Gender issues, Religion/morality",Standardized separators/case/order/exact labels
KIBE-028,Q8,normalized multi-select formatting,"Women/feminism, Men’s behavior, Other","Women/feminism, Men's behavior, Other",Standardized separators/case/order/exact labels
KIBE-028,Q11,normalized multi-select formatting,"Entertainment/escapism, Status seeking, Self expression/identity construction","Entertainment/escapism, Self expression/identity construction, Status seeking",Standardized separators/case/order/exact labels
KIBE-028,Q12,normalized multi-select formatting,"Moral/religious claims, Generalizations about men/women","Generalizations about men/women, Moral/religious claims",Standardized separators/case/order/exact labels
KIBE-028,Q13,normalized multi-select formatting,"References religion/tradition, Presented as common sense","Presented as common sense, References religion/tradition",Standardized separators/case/order/exact labels
KIBE-048,Q1A,normalized multi-select formatting,"Shares something surprising, Shares something sexual","Shares something sexual, Shares something surprising",Standardized separators/case/order/exact labels
KIBE-048,Q2,normalized multi-select formatting,"Gender issues, Dating/marriage, Social issues, Money/status","Dating/marriage, Money/status, Gender issues, Social issues",Standardized separators/case/order/exact labels
KIBE-048,Q8,normalized multi-select formatting,"Women/feminism, General political/social/cultural problems, Other","Global political/social/cultural problems, Women/feminism, Other",Standardized separators/case/order/exact labels
KIBE-048,Q11,normalized multi-select formatting,"Entertainment/escapism, Status seeking, Self expression/identity construction","Entertainment/escapism, Self expression/identity construction, Status seeking",Standardized separators/case/order/exact labels
KIBE-048,Q13,removed conflicting null option,"No justification, Presented as common sense",Presented as common sense,Null option cannot be combined with substantive labels
KIBE-048,Q13,normalized multi-select formatting,"No justification, Presented as common sense",Presented as common sense,Standardized separators/case/order/exact labels
KIBE-063,Q2,normalized multi-select formatting,"Dating/marriage, Gender issues, Family/children, Religion/morality","Dating/marriage, Family/children, Gender issues, Religion/morality",Standardized separators/case/order/exact labels
KIBE-063,Q8,normalized multi-select formatting,Men’s behavior,Men's behavior,Standardized separators/case/order/exact labels
KIBE-063,Q11,normalized multi-select formatting,"Entertainment/escapism, Status seeking, Self expression/identity construction","Entertainment/escapism, Self expression/identity construction, Status seeking",Standardized separators/case/order/exact labels
KIBE-063,Q13,removed conflicting null option,"No justification, Presented as common sense",Presented as common sense,Null option cannot be combined with substantive labels
KIBE-063,Q13,normalized multi-select formatting,"No justification, Presented as common sense",Presented as common sense,Standardized separators/case/order/exact labels
KIBE-080,Q2,normalized multi-select formatting,"Dating/marriage, Gender issues, Family/children, Religion/morality","Dating/marriage, Family/children, Gender issues, Religion/morality",Standardized separators/case/order/exact labels
KIBE-080,Q8,normalized multi-select formatting,"Men’s behavior, Other","Men's behavior, Other",Standardized separators/case/order/exact labels
KIBE-080,Q11,normalized multi-select formatting,"Entertainment/escapism, Status seeking, Self expression/identity construction","Entertainment/escapism, Self expression/identity construction, Status seeking",Standardized separators/case/order/exact labels
KIBE-080,Q12,normalized multi-select formatting,"Generalizations about men/women, Moral/religious claims, Cultural/social observations","Generalizations about men/women, Cultural/social observations, Moral/religious claims",Standardized separators/case/order/exact labels
KIBE-080,Q13,normalized multi-select formatting,"References religion/tradition, Presented as common sense","Presented as common sense, References religion/tradition",Standardized separators/case/order/exact labels
KIBE-080,Q7A,shortened other specify,Men should follow patriarchal/family authority in marriage,Men should follow patriarchal/family authority,Prompt requests 1-5 words
KIBE-080,Q8A,shortened other specify,Young men choosing wives based on sexual desire,Young men choosing wives based,Prompt requests 1-5 words
KIBE-080,Q9A,shortened other specify,Fathers/male elders should guide or choose marriage partners,Fathers/male elders should guide or,Prompt requests 1-5 words
KIBE-082,Q8,normalized multi-select formatting,"Women/feminism, Men’s behavior, Other","Women/feminism, Men's behavior, Other",Standardized separators/case/order/exact labels
KIBE-082,Q11,normalized multi-select formatting,"Entertainment/escapism, Status seeking, Self expression/identity construction","Entertainment/escapism, Self expression/identity construction, Status seeking",Standardized separators/case/order/exact labels
