dataset,country,row_id,source_sheet,creator,orientation,platform,source_url,content_type,context,text,themes,primary_theme,sentiment,emotions,framing,argument_type,toxicity_0_3,misogyny_0_3,hate_speech,women_portrayal,moral_foundations,key_terms,rationale
content,Kenya,2040429510768607661,Eric (Amerix),Eric Amunga (Amerix),regressive / manosphere-adjacent,X,https://x.com/amerix/status/2040429510768607661,Tweet,https://x.com/amerix/status/2040429510768607661,"Men, Once you go ahead and sleep with a woman without a condom, You can: • Make her pregnant • Contract HIV/STIs • Or both Don't be surprised when the consequences come. Own your choices. Learn the painful lessons. Don't be a bladifakin man. #MasculinitySaturday","[""relationships/love/loyalty"", ""male self-improvement/discipline/purpose"", ""violence/abuse/accountability""]",male self-improvement/discipline/purpose,negative,"[""fear"", ""shame""]",traditional masculinity,advice/prescription,2,1,none,negative/problematic,"[""care/harm"", ""loyalty/betrayal""]","[""condom"", ""pregnant"", ""HIV"", ""STIs"", ""choices"", ""lessons""]","The tweet emphasizes the consequences of men's actions regarding sexual relationships, framing it as a lesson in responsibility, which aligns with traditional masculinity and self-improvement themes."
content,Kenya,2040452017219310007,Eric (Amerix),Eric Amunga (Amerix),regressive / manosphere-adjacent,X,https://x.com/amerix/status/2040452017219310007,Tweet,https://x.com/amerix/status/2040452017219310007,"Men, You will hear some unmarriageable woman here on X say: ""A man has hands too, he should cook."" Didn't you have hands when the MAN was: • Wrestling a snake that slithered into the house? • Fixing sockets, bulbs, pipes and sink? • Changing tyres? • Chasing an intruder? • Slashing the compound? • Putting off fire? • Fixing a leaking roof? Bladifakin woman! Respect a man's roles or remain crying in your mother's house as a single, desperate, unmarriageable woman. #MasculinitySaturday","[""gender roles and expectations"", ""women critique/misogynistic framing"", ""violence/abuse/accountability""]",gender roles and expectations,negative,"[""anger"", ""frustration""]",anti-women/manosphere,social critique,3,3,possible,negative/problematic,"[""loyalty/betrayal"", ""none/unclear""]","[""unmarriageable"", ""roles"", ""respect"", ""desperate""]","The content expresses a strong negative sentiment towards women who challenge traditional gender roles, framing them in a derogatory manner."
content,Kenya,2047971502197195023,Eric (Amerix),Eric Amunga (Amerix),regressive / manosphere-adjacent,X,https://x.com/amerix/status/2047971502197195023,Tweet,https://x.com/amerix/status/2047971502197195023,"Men, Where children are present, Be the sober one. Avoid drama when separating from a cheating wife. She will be chaotic using the children for emotional blackmail. Don't tell the public. It is not a company announcing its insolvency to shareholders. #MasculinitySaturday","[""family/fatherhood/parenting"", ""gender roles and expectations"", ""violence/abuse/accountability""]",family/fatherhood/parenting,negative,"[""frustration"", ""concern""]",traditional masculinity,advice/prescription,1,2,none,negative/problematic,"[""loyalty/betrayal"", ""fairness/cheating""]","[""sober"", ""drama"", ""cheating"", ""emotional blackmail""]","The content advises men on how to handle separation from a cheating partner, portraying women negatively and emphasizing traditional masculine roles."
content,Kenya,1951629544143585424,Eric (Amerix),Eric Amunga (Amerix),regressive / manosphere-adjacent,X,https://x.com/amerix/status/1951629544143585424,Tweet,https://x.com/amerix/status/1951629544143585424,"Men, On social media, Don't follow or comment on her social media impulses, Don't view her statuses This is peak soy behaviour of losers. A man doesn't get bothered by his woman's impulses online and offline. Simps won't understand. GUARD YOUR FRAME #MasculinitySaturday","[""gender roles and expectations"", ""women critique/misogynistic framing""]",gender roles and expectations,negative,[],anti-women/manosphere,social critique,2,3,possible,negative/problematic,"[""none/unclear""]","[""soy behaviour"", ""losers"", ""impulses"", ""simps"", ""guard your frame""]","The content critiques men's behavior regarding women's social media activity, framing it negatively and using derogatory terms, indicating misogynistic undertones."
content,Kenya,2035257791258964064,Eric (Amerix),Eric Amunga (Amerix),regressive / manosphere-adjacent,X,https://x.com/amerix/status/2035257791258964064,Tweet,https://x.com/amerix/status/2035257791258964064,"Men, A man who is in a relationship with a woman older than him, is always hiding her from his parents and relatives. The woman is also uncomfortable mentioning him to her parents. Such a relationship is a shame and an embarrassment. Don't do it. #MasculinitySaturday","[""relationships/love/loyalty"", ""gender roles and expectations"", ""women critique/misogynistic framing""]",gender roles and expectations,negative,[],anti-women/manosphere,social critique,2,2,none,negative/problematic,"[""loyalty/betrayal"", ""fairness/cheating""]","[""relationship"", ""shame"", ""embarrassment""]","The tweet critiques relationships between younger men and older women, framing them negatively and suggesting they are shameful, which aligns with regressive gender expectations."
content,Kenya,2040474881876267501,Eric (Amerix),Eric Amunga (Amerix),regressive / manosphere-adjacent,X,https://x.com/amerix/status/2040474881876267501,Tweet,https://x.com/amerix/status/2040474881876267501,"Men, It is an embarrassment for a woman to, • Feed you • Clothe you • Shelter you • Pay your bills Are you a housewife? Don't you find it uncomfortable and concerning? You are a person who is a total bladifakin. Chicken poop! CHANGE or PERISH #MasculinitySaturday","[""gender roles and expectations"", ""male self-improvement/discipline/purpose"", ""money/status/provision""]",gender roles and expectations,negative,"[""disgust""]",traditional masculinity,social critique,3,2,possible,negative/problematic,"[""loyalty/betrayal"", ""authority/subversion""]","[""embarrassment"", ""change"", ""perish""]","The tweet expresses a negative view on men being dependent on women, framing it as embarrassing and calling for change, which aligns with traditional masculinity and gender role expectations."
content,Kenya,1951651892007678332,Eric (Amerix),Eric Amunga (Amerix),regressive / manosphere-adjacent,X,https://x.com/amerix/status/1951651892007678332,Tweet,https://x.com/amerix/status/1951651892007678332,"Men, Also, Maintain your composure in the presence of your children. Children don't respect chaotic fathers. They don't trust a father who carves easily when exposed to tensile circumstances. Coldest water runs deep. Remain composed. #MasculinitySaturday","[""family/fatherhood/parenting"", ""male self-improvement/discipline/purpose""]",family/fatherhood/parenting,positive,[],traditional masculinity,advice/prescription,0,0,none,not present,"[""loyalty/betrayal"", ""none/unclear""]","[""composure"", ""children"", ""trust"", ""chaotic"", ""father""]","The content emphasizes the importance of a father's composure for the respect and trust of children, aligning with themes of family and self-improvement."
content,Kenya,1977027203553484899,Eric (Amerix),Eric Amunga (Amerix),regressive / manosphere-adjacent,X,https://x.com/amerix/status/1977027203553484899,Tweet,https://x.com/amerix/status/1977027203553484899,"Men, Women say, ""I am looking for a good, available man, who communicates,"" — But she chases a man who is unavailable, doesn't communicate and treats her as an option. Why? Because women select men who signal value through scarcity. Be scarce! #MasculinitySaturday","[""women critique/misogynistic framing"", ""gender roles and expectations"", ""money/status/provision""]",women critique/misogynistic framing,negative,[],anti-women/manosphere,social critique,2,2,none,negative/problematic,"[""fairness/cheating"", ""loyalty/betrayal""]","[""scarcity"", ""value"", ""communication""]","The tweet critiques women's choices in partners, suggesting a negative view of women's behavior and reinforcing traditional gender roles."
content,Kenya,2047933840962851318,Eric (Amerix),Eric Amunga (Amerix),regressive / manosphere-adjacent,X,https://x.com/amerix/status/2047933840962851318,Tweet,https://x.com/amerix/status/2047933840962851318,"Men, A man who hopes his disobedient wife will change is like a fisherman sitting at the bank of a river waiting for the crocodile to transform into a lizard. #MasculinitySaturday","[""women critique/misogynistic framing"", ""gender roles and expectations""]",women critique/misogynistic framing,negative,[],anti-women/manosphere,social critique,2,3,none,negative/problematic,"[""none/unclear""]","[""disobedient"", ""change"", ""crocodile"", ""lizard""]","The tweet critiques women in a derogatory manner, suggesting a negative view of a wife's behavior and implying unrealistic expectations."
content,Kenya,2040383901873357222,Eric (Amerix),Eric Amunga (Amerix),regressive / manosphere-adjacent,X,https://x.com/amerix/status/2040383901873357222,Tweet,https://x.com/amerix/status/2040383901873357222,"Men, Disagreements in a relationship will occur, You are people from different backgrounds, beliefs and thoughts. But, it is YOU, the MAN, with the absolute word on the FINAL DECISION. Never allow a woman to dictate solutions to disagreements. #MasculinitySaturday","[""gender roles and expectations"", ""relationships/love/loyalty"", ""women critique/misogynistic framing""]",gender roles and expectations,negative,[],anti-women/manosphere,moral claim,2,3,possible,negative/problematic,"[""loyalty/betrayal"", ""authority/subversion""]","[""final decision"", ""man"", ""woman"", ""disagreements""]","The text promotes a traditional view of masculinity where men hold ultimate authority in relationships, which reflects misogynistic framing."
content,Kenya,1951546068304314751,Eric (Amerix),Eric Amunga (Amerix),regressive / manosphere-adjacent,X,https://x.com/amerix/status/1951546068304314751,Tweet,https://x.com/amerix/status/1951546068304314751,"Men, It is prudent and logical to ask another man for financial assistance rather than your woman. This is just common sense. If you ask her for financial assistance, you are portraying your weakness. That relationship has no future. GUARD YOUR FRAME #MasculinitySaturday","[""money/status/provision"", ""gender roles and expectations"", ""relationships/love/loyalty""]",money/status/provision,negative,[],anti-women/manosphere,social critique,2,2,none,negative/problematic,"[""loyalty/betrayal"", ""fairness/cheating""]","[""financial assistance"", ""weakness"", ""common sense""]","The content promotes the idea that men should not rely on women for financial help, framing it as a weakness, which aligns with anti-women sentiments."
content,Kenya,1951606656883658951,Eric (Amerix),Eric Amunga (Amerix),regressive / manosphere-adjacent,X,https://x.com/amerix/status/1951606656883658951,Tweet,https://x.com/amerix/status/1951606656883658951,"Men, The first red flag you should look for: — Her relationship with her FATHER This is important. If the relationship was poor, your future is bleak. If you assume, then a detrimental disaster awaits you. Simps can't understand. GUARD YOUR FRAME #MasculinitySaturday","[""family/fatherhood/parenting"", ""women critique/misogynistic framing"", ""gender roles and expectations""]",family/fatherhood/parenting,negative,[],anti-women/manosphere,social critique,2,2,none,negative/problematic,"[""loyalty/betrayal""]","[""red flag"", ""father"", ""relationship"", ""simps"", ""guard your frame""]","The tweet critiques women's relationships with their fathers as a predictor of future relationship issues, reflecting a negative view of women and reinforcing traditional gender roles."
content,Kenya,2047994327964569838,Eric (Amerix),Eric Amunga (Amerix),regressive / manosphere-adjacent,X,https://x.com/amerix/status/2047994327964569838,Tweet,https://x.com/amerix/status/2047994327964569838,"Men, Protect yourself from emotional blackmail, You see, In the event you discover that she is disloyal and disobedient, She will gaslight you, ""I will pack and leave."" ""You will not find a better wife."" This is emotional blackmail. Don't accept. #MasculinitySaturday","[""relationships/love/loyalty"", ""women critique/misogynistic framing"", ""gender roles and expectations""]",women critique/misogynistic framing,negative,[],anti-women/manosphere,advice/prescription,2,2,none,negative/problematic,"[""loyalty/betrayal""]","[""emotional blackmail"", ""disloyal"", ""gaslight""]","The content advises men against perceived emotional manipulation by women, framing it negatively and reinforcing traditional gender roles."
content,Kenya,2040391452585312428,Eric (Amerix),Eric Amunga (Amerix),regressive / manosphere-adjacent,X,https://x.com/amerix/status/2040391452585312428,Tweet,https://x.com/amerix/status/2040391452585312428,"Men, Learn to ignore these women, Most of you behave as if women are a scarce commodity. In the event she creates chaos and drama, Or, gaslights and gets sarcastic, Just ignore. Don't pull it into her frame. SHIT TESTS are deflected by ignoring her. #MasculinitySaturday","[""women critique/misogynistic framing"", ""gender roles and expectations"", ""male self-improvement/discipline/purpose""]",women critique/misogynistic framing,negative,[],anti-women/manosphere,advice/prescription,2,3,possible,negative/problematic,"[""none/unclear""]","[""ignore"", ""chaos"", ""gaslights"", ""sarcastic"", ""shit tests""]","The content promotes ignoring women and frames them negatively, suggesting they create chaos and drama, which aligns with misogynistic themes."
content,Kenya,1951561231522746625,Eric (Amerix),Eric Amunga (Amerix),regressive / manosphere-adjacent,X,https://x.com/amerix/status/1951561231522746625,Tweet,https://x.com/amerix/status/1951561231522746625,"Men, Soy men say things like, ""I thought relationships are about friendship?"" No. It is not. Did you ever see your FATHER compromise his authority to accommodate your mother? But some of you are fatherless, you can't understand. GUARD YOUR FRAME #MasculinitySaturday","[""gender roles and expectations"", ""family/fatherhood/parenting"", ""relationships/love/loyalty""]",gender roles and expectations,negative,[],traditional masculinity,social critique,2,2,possible,negative/problematic,"[""loyalty/betrayal"", ""authority/subversion""]","[""father"", ""authority"", ""frame""]","The tweet critiques modern views on relationships and emphasizes traditional gender roles, portraying a negative view of women and fatherless men."
content,Kenya,1951644655797362727,Eric (Amerix),Eric Amunga (Amerix),regressive / manosphere-adjacent,X,https://x.com/amerix/status/1951644655797362727,Tweet,https://x.com/amerix/status/1951644655797362727,"Men, When something infuriates and angers you in public or private, — and in the presence of your woman, Don't lose your temper, Don't be abusive and chaotic in her presence. Men who go ballistic in the presence of their women are simps, orbiters and losers. They think their loud, cosmetic, machismo-like behaviours make women like them more. They think women will see them as the most herculean men on earth. Women resent chaotic men because chaos are effeminate. Maintain your composure! #MasculinitySaturday","[""gender roles and expectations"", ""violence/abuse/accountability"", ""male self-improvement/discipline/purpose""]",gender roles and expectations,negative,"[""anger""]",traditional masculinity,social critique,2,2,none,negative/problematic,"[""loyalty/betrayal"", ""authority/subversion""]","[""chaos"", ""abusive"", ""masculinity"", ""composure""]","The content critiques men's behavior in public and private, framing emotional outbursts as negative and linking them to femininity, which aligns with traditional masculinity themes."
content,Kenya,1976958643166691525,Eric (Amerix),Eric Amunga (Amerix),regressive / manosphere-adjacent,X,https://x.com/amerix/status/1976958643166691525,Tweet,https://x.com/amerix/status/1976958643166691525,"Men, Nobody should guilt-trip you for demanding purity in a woman. She will tell you that you are insecure, but it is not insecurity; it is self-preservation. Ignoring reality is a devastating cost that you will pay heavily. Don't ignore her past! #MasculinitySaturday","[""women critique/misogynistic framing"", ""gender roles and expectations"", ""male self-improvement/discipline/purpose""]",women critique/misogynistic framing,negative,[],anti-women/manosphere,social critique,2,2,none,negative/problematic,"[""loyalty/betrayal"", ""fairness/cheating""]","[""purity"", ""guilt-trip"", ""self-preservation"", ""reality"", ""past""]","The content critiques women for their past and promotes a negative view of women, aligning with misogynistic themes."
content,Kenya,1951614290114310219,Eric (Amerix),Eric Amunga (Amerix),regressive / manosphere-adjacent,X,https://x.com/amerix/status/1951614290114310219,Tweet,https://x.com/amerix/status/1951614290114310219,"Men, Another red flag: — a woman who insults or demeans men in public or on social media, She is disrespectful and chaotic. Women are naturally graceful, compassionate beings, not combative and bellicose. Simps won't understand GUARD YOUR FRAME #MasculinitySaturday","[""women critique/misogynistic framing"", ""gender roles and expectations""]",women critique/misogynistic framing,negative,[],anti-women/manosphere,social critique,2,3,possible,negative/problematic,"[""none/unclear""]","[""red flag"", ""disrespectful"", ""chaotic"", ""graceful"", ""compassionate"", ""combative""]","The content critiques women in a negative light, suggesting they are disrespectful and chaotic, which aligns with misogynistic framing."
content,Kenya,2040459874526433729,Eric (Amerix),Eric Amunga (Amerix),regressive / manosphere-adjacent,X,https://x.com/amerix/status/2040459874526433729,Tweet,https://x.com/amerix/status/2040459874526433729,"Men, Boys who insult us on this app, • Are housewives. • Live with older women. • Are raising other men's babies. • Habitual step-dads & whiteknights. • Fatherless and Soy • Sleep with other men's wives. #MasculinitySaturday posts puncture their egos and trigger guilt. Why would you insult and abuse me yet I want nothing but the best for every man who follows me? CHANGE or PERISH","[""gender roles and expectations"", ""male self-improvement/discipline/purpose"", ""women critique/misogynistic framing""]",gender roles and expectations,negative,"[""anger"", ""frustration""]",anti-women/manosphere,social critique,3,3,possible,negative/problematic,"[""loyalty/betrayal"", ""none/unclear""]","[""housewives"", ""step-dads"", ""masculinity"", ""change""]","The content critiques men in a derogatory manner while promoting a narrow view of masculinity, indicating high levels of toxicity and misogyny."
content,Kenya,2035325892415689176,Eric (Amerix),Eric Amunga (Amerix),regressive / manosphere-adjacent,X,https://x.com/amerix/status/2035325892415689176,Tweet,https://x.com/amerix/status/2035325892415689176,"Men, Once a woman starts manipulating you around bride price with words like, She is not genuine. It is you, the man, to decide WHEN, WHAT, HOW to pay it. Nobody should use it to manipulate you. #MasculinitySaturday","[""women critique/misogynistic framing"", ""gender roles and expectations"", ""money/status/provision""]",women critique/misogynistic framing,negative,[],anti-women/manosphere,social critique,2,2,none,negative/problematic,"[""fairness/cheating"", ""loyalty/betrayal""]","[""manipulating"", ""bride price"", ""genuine""]","The content critiques women's behavior regarding bride price, framing it as manipulative, which aligns with misogynistic themes."
content,Kenya,2040368802852962653,Eric (Amerix),Eric Amunga (Amerix),regressive / manosphere-adjacent,X,https://x.com/amerix/status/2040368802852962653,Tweet,https://x.com/amerix/status/2040368802852962653,"Men, Women lack the logic to comprehend consequences, To them, ""As long as the man impregnates me, he will be there for me."" Therefore, the person to carry the burden of the consequences is YOU, the MAN. The decision to impregnate a woman is yours. #MasculinitySaturday","[""gender roles and expectations"", ""male self-improvement/discipline/purpose"", ""women critique/misogynistic framing""]",gender roles and expectations,negative,[],anti-women/manosphere,social critique,2,2,possible,negative/problematic,"[""loyalty/betrayal"", ""none/unclear""]","[""logic"", ""consequences"", ""impregnates"", ""burden""]","The text critiques women's understanding of consequences in relationships, framing men as solely responsible for decisions, which reflects regressive gender roles and misogynistic views."
content,Kenya,2048777220030628044,Eric (Amerix),Eric Amunga (Amerix),regressive / manosphere-adjacent,X,https://x.com/amerix/status/2048777220030628044,Tweet,https://x.com/amerix/status/2048777220030628044,"Politics has become a one big brothel. If a politician is not sleeping with another man's wife, he is sleeping with a street harlot he picked from a political rally. If not, he is sodomizing young, broke desperate men excited by his political euphoria. It is a shame!","[""women critique/misogynistic framing"", ""violence/abuse/accountability""]",women critique/misogynistic framing,negative,[],anti-women/manosphere,social critique,3,3,possible,negative/problematic,"[""fairness/cheating"", ""loyalty/betrayal""]","[""politics"", ""brothel"", ""sodomizing"", ""harlot""]","The text expresses a derogatory view of politicians and women, framing them in a highly negative and misogynistic manner."
content,Kenya,1951659746303377415,Eric (Amerix),Eric Amunga (Amerix),regressive / manosphere-adjacent,X,https://x.com/amerix/status/1951659746303377415,Tweet,https://x.com/amerix/status/1951659746303377415,"Men, Finally, Do you understand the BIOGRAPHY of the MAN? Childhood -> Boyhood -> Adulthood -> Manhood -> Fatherhood. These are chapters in the book of your life. Each chapter has a beginning, a climax and an ending. Modern men are stuck between boyhood and adulthood. They are male adults but are not MEN. MANHOOD is about RESPONSIBILITY. To transition from adulthood to MANHOOD, you need BROTHERHOOD. Brotherhood teaches you the rules and principles of MANHOOD. FATHERHOOD is a status you earn. You can be successful in your MANHOOD chapter but lack the principles to earn you the status of FATHERHOOD. You could be the longest-serving operations manager of a company, but lack the integral ingredients to be the CEO. Simps won't understand GUARD YOUR FRAME #MasculinitySaturday","[""male self-improvement/discipline/purpose"", ""family/fatherhood/parenting"", ""gender roles and expectations""]",male self-improvement/discipline/purpose,negative,[],traditional masculinity,social critique,1,1,none,not present,"[""loyalty/betrayal"", ""authority/subversion""]","[""manhood"", ""fatherhood"", ""brotherhood"", ""responsibility""]","The content critiques modern men's understanding of manhood and emphasizes traditional roles and responsibilities, reflecting a regressive perspective on masculinity."
content,Kenya,1969363662281314544,Eric (Amerix),Eric Amunga (Amerix),regressive / manosphere-adjacent,X,https://x.com/amerix/status/1969363662281314544,Tweet,https://x.com/amerix/status/1969363662281314544,"Men, Did you know this? The wedding industry is worth USD 900 Billion. The engagement ring industry = USD 79B Bridal Jewellery industry = USD 54B Wedding ring industry = USD 85B These are industries that sell illusion to men. It is men who fund these industries because they direct their resources to them for fear of losing a wife. These industries sell you the lie ""A happy wife, a happy life"" through colourful romantic marketing campaigns. But the truth is, ""A happy wife, a psychologically fragmented tethered man."" Don't fall in love. You will suffer. #MasculinitySaturday","[""women critique/misogynistic framing"", ""money/status/provision"", ""gender roles and expectations""]",women critique/misogynistic framing,negative,"[""fear"", ""disillusionment""]",anti-women/manosphere,social critique,2,3,possible,negative/problematic,"[""loyalty/betrayal"", ""fairness/cheating""]","[""wedding industry"", ""illusion"", ""happy wife"", ""suffer""]","The content critiques the wedding industry and promotes a negative view of relationships, portraying women in a problematic light."
content,Kenya,1969310581648654500,Eric (Amerix),Eric Amunga (Amerix),regressive / manosphere-adjacent,X,https://x.com/amerix/status/1969310581648654500,Tweet,https://x.com/amerix/status/1969310581648654500,"Men, If a man says he is a ""married man"" He is the woman in that marriage. These are the men who say, ""She completes me."" No woman can complete a MAN. When you declare that a woman completes you, then you have given her spiritual power to destroy you. #MasculinitySaturday","[""gender roles and expectations"", ""women critique/misogynistic framing""]",gender roles and expectations,negative,[],anti-women/manosphere,social critique,2,2,possible,negative/problematic,"[""loyalty/betrayal""]","[""married man"", ""completes me"", ""spiritual power""]","The text critiques men's dependence on women for identity, framing it negatively and suggesting a harmful view of women's roles."
content,Kenya,1951599244210499783,Eric (Amerix),Eric Amunga (Amerix),regressive / manosphere-adjacent,X,https://x.com/amerix/status/1951599244210499783,Tweet,https://x.com/amerix/status/1951599244210499783,"Men, On 4Ps, the first P is PRECEDE. 5 qualities of PRECEDENCE: Be a MAN of: 1. Character. 2. Competence. 3. Confidence. 4. Courage. 5. Commitment - to his purpose. A MAN must show LEADERSHIP all the way. Simps won't understand GUARD YOUR FRAME #MasculinitySaturday","[""male self-improvement/discipline/purpose"", ""gender roles and expectations""]",male self-improvement/discipline/purpose,neutral,[],traditional masculinity,advice/prescription,1,1,none,not present,"[""loyalty/betrayal"", ""none/unclear""]","[""character"", ""competence"", ""confidence"", ""courage"", ""commitment"", ""leadership""]","The content emphasizes traditional masculine qualities and leadership, aligning with themes of male self-improvement and gender roles."
content,Kenya,2046157177539162148,Eric (Amerix),Eric Amunga (Amerix),regressive / manosphere-adjacent,X,https://x.com/amerix/status/2046157177539162148,Tweet,https://x.com/amerix/status/2046157177539162148,"The reason I am sharing this video is to show the duplicity of women, and the hypocrisy of purple-pilled men. When women discuss relationships, they often speak from their own delusions about what benefits them at that point. A woman might be saying good things about marriage, and indicating that she is submissive and obedient, but those are the words from her emotional vault. Why is this woman in her 30s not married despite telling us the conservative ideas about women in marriage? It is now becoming a trend for women aged 30+ years to spew red-pill content on social media like TikTok to pander to purple-pilled men and soy-boys, and to trigger angry women for engagement farming. So, if you are listening to women saying good things about marriage, then pause, reflect and hold your praises for her. Women are cunning, they know how to trigger the right cords to make men talk about them. A fisherman doesn't listen to fish on how to fish, he listens to fellow fishermen. #ManDay","[""women critique/misogynistic framing"", ""gender roles and expectations"", ""relationships/love/loyalty""]",women critique/misogynistic framing,negative,[],anti-women/manosphere,social critique,3,3,possible,negative/problematic,"[""fairness/cheating"", ""loyalty/betrayal""]","[""duplicity"", ""hypocrisy"", ""red-pill"", ""purple-pilled"", ""engagement farming""]","The content critiques women and portrays them negatively, aligning with manosphere rhetoric."
content,Kenya,1951636792672661776,Eric (Amerix),Eric Amunga (Amerix),regressive / manosphere-adjacent,X,https://x.com/amerix/status/1951636792672661776,Tweet,https://x.com/amerix/status/1951636792672661776,"Men, Society slides down the dangerous path of effeminacy if: – It appoints women to lead men's rugby or soccer teams — Women officiate in men's sports If men's spaces are invaded by degenerate women, the spaces eventually collapse. Go woke, Go broke! #MasculinitySaturday","[""gender roles and expectations"", ""women critique/misogynistic framing"", ""violence/abuse/accountability""]",gender roles and expectations,negative,[],anti-women/manosphere,social critique,3,3,possible,negative/problematic,"[""loyalty/betrayal"", ""none/unclear""]","[""effeminacy"", ""women"", ""men's sports"", ""collapse"", ""woke"", ""broke""]","The content expresses a negative view on women in men's sports, framing it as a threat to masculinity and societal values."
content,Kenya,1969318152451330110,Eric (Amerix),Eric Amunga (Amerix),regressive / manosphere-adjacent,X,https://x.com/amerix/status/1969318152451330110,Tweet,https://x.com/amerix/status/1969318152451330110,"Men, A man is never married, He should never call himself ""a married man."" Because when you call yourself a married man rather than just a MAN, You are defining yourself based on the woman's expectations rather than your BELIEF, IDENTITY and FRAME. DON'T GET MARRIED. MARRY!","[""gender roles and expectations"", ""male self-improvement/discipline/purpose"", ""women critique/misogynistic framing""]",gender roles and expectations,negative,[],anti-women/manosphere,social critique,2,2,none,negative/problematic,"[""none/unclear""]","[""married man"", ""expectations"", ""identity"", ""belief""]","The content critiques marriage from a male-centric perspective, suggesting that men should not define themselves through women's expectations, which aligns with regressive views on gender roles."
content,Kenya,2039621704155045988,Eric (Amerix),Eric Amunga (Amerix),regressive / manosphere-adjacent,X,https://x.com/amerix/status/2039621704155045988,Tweet,https://x.com/amerix/status/2039621704155045988,"JUST IN: ""SYPHILIS among sex workers is more than 10 times that of the general population."" Most of you think sex workers are just those dishevelled, unattractive women hiding in the darkness of dingy backstreets. These ones displaying their nakedness on social media, and here on X every end month, are worse. All those tattooed women we talked about the other day are worse. • They have a high body count. • They are vulgar. • They are alcoholics. • They smoke, including Shisha. • They are disrespectful. • They have aborted. • They have babies from different men. • They are hiding babies in their mothers' houses. • Their eyes look dehydrated and sleep-deprived. These types of girls are STI-infested with syphilis, gonorrhoea, and chlamydia. Stay away from these Gilbey dragons and Hezbollah generals. A 5-minute pleasure with them will leave you devastated, depressed and sick. Don't dip your genitals in every available hole you come across. Protect yourself. #BetterTogether","[""women critique/misogynistic framing"", ""mental health/trauma/healing"", ""violence/abuse/accountability""]",women critique/misogynistic framing,negative,"[""disgust"", ""fear""]",anti-women/manosphere,social critique,3,3,clear,negative/problematic,"[""care/harm"", ""fairness/cheating""]","[""sex workers"", ""STI"", ""disrespectful"", ""alcoholics"", ""depressed""]","The content expresses a highly negative and derogatory view of women, particularly sex workers, framing them in a harmful and misogynistic manner."
content,Kenya,2044120315647725798,Eric (Amerix),Eric Amunga (Amerix),regressive / manosphere-adjacent,X,https://x.com/amerix/status/2044120315647725798,Tweet,https://x.com/amerix/status/2044120315647725798,"GRAPHIC PHOTOS: There is a trending conversation on Kenyan X about the deteriorating Public Health System. This is a conversation that never ends. The public health system gets worse every year because we have allowed politicians to infiltrate the health system. Governors, Senators and MCAs influence the structure, resources and frameworks that govern the public health sector. They decide who receives supplies, who receives resources and what framework runs the system. All this is to siphon resources allocated to the delivery of public health services. They cripple our health sector, but when they fall sick, they fly abroad. The photos you are seeing were taken by me back in 2019 when I was heading a public hospital. This woman had been assaulted by her husband after an evening quarrel because of food. When she came to the emergency department, her ear was dangling like a soot strand hanging precariously from my grandmother's hut. In the emergency department, at the minor theatre, in the emergency tray: • There were no stitching needles or surgical sutures. • There were no sterilised packs. • There was no lignocaine for local anaesthesia. I had no choice but to fix her earlobe. This was the time when NHIF revenue allocation had just been transferred from the Hospital Management Team to the County Treasury, where County Officials decided who, when, and how much hospitals would receive to fund their budgets. So, because there were no supplies, I had to beg the maternity matron for them, promising to replenish them. I did the work. I fixed the earlobe and discharged her. She didn't have any money with her, which was, of course, obvious, given the family's disagreement over food. So, I had to dip into my pocket to buy Lignocaine, sutures and Jik to sterilise the pack I had borrowed. The public health system has been in a mess because self-serving politicians distorted the spirit of devolving the health function. These politicians spend county resources on buildings, aesthetics, decor, colour, and public relations exercises, except for the basics like: • Adequate supplies. • A motivated health care staff. • A reliable and accessible system. Unless we overhaul the entire system of political brinkmanship and wheeler-dealers, Unless we say enough is enough and commit ourselves to draining the swamp, Unless we stop glamorizing corruption, Unless we stop sterilizing negative ethno-chauvinist politicians, Unless we stop pretending to detest corruption, yet when it favours us, we say it is ""God's Grace,"" — We shall continue gnashing our teeth, year in and year out. The people who are silent when doctors, clinicians, nurses and other healthcare staff are complaining about dwindling public health services are the same people who silently collude with corrupt politicians to supply substandard resources in our public hospitals. CHANGE or PERISH #BetterTogether","[""violence/abuse/accountability"", ""mental health/trauma/healing"", ""money/status/provision""]",violence/abuse/accountability,negative,"[""anger"", ""frustration""]",anti-women/manosphere,social critique,2,1,none,negative/problematic,"[""care/harm"", ""fairness/cheating""]","[""public health"", ""politicians"", ""corruption"", ""violence"", ""resources""]","The content critiques the public health system's failures and highlights the violence against women, particularly in the context of inadequate resources and political corruption."
