text,diggCount,replyCommentTotal,createTimeISO,uniqueId,videoWebUrl,uid,cid,avatarThumbnail,source_file,source_text_col,comment_text,comment_text_norm,mode,word_count,has_gender_hint,has_stance_hint,has_experience_hint,has_learning_hint,has_change_hint,has_reinforcement_hint,has_action_hint,has_info_hint,has_identity_hint,keep,keep_reason
No wonder unaendelea kukonda juu ati huoni mahalo unaeza beg alafu Unasema unakeep fit kichwa ya besheni ww,0,,2025-11-11T20:06:43.000Z,kikatso627,https://www.tiktok.com/@eddykimani/video/7571404660389465400,7386602633564292102,7571561737427993356,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/405cbebd715e3445cf30538e0e914ba9~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=4bcaa71c&x-expires=1775620800&x-signature=6XFqgFBZzDalBGVlBkU1FuTiiZI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=sg1,Tiktok; Men Are Not Missing. They Are Evolving!.csv.xlsx,text,No wonder unaendelea kukonda juu ati huoni mahalo unaeza beg alafu Unasema unakeep fit kichwa ya besheni ww,no wonder unaendelea kukonda juu ati huoni mahalo unaeza beg alafu unasema unakeep fit kichwa ya besheni ww,v2,18,False,False,True,False,False,False,False,False,False,True,substantive_v2_len
Sasa wewe ndio umesema the right thing,0,,2025-11-11T17:59:27.000Z,daiziediaz,https://www.tiktok.com/@eddykimani/video/7571404660389465400,6769851899446428678,7571528955997143864,https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/5a40225ae4c463ccfac87a50a270200b~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=b4d11c36&x-expires=1775620800&x-signature=oSfRDu3OibX5gvvRDEhiWFZvlOA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=sg1,Tiktok; Men Are Not Missing. They Are Evolving!.csv.xlsx,text,Sasa wewe ndio umesema the right thing,sasa wewe ndio umesema the right thing,v2,7,False,True,True,False,False,False,False,False,False,True,substantive_v2_signal
wewe ndo uliitwa ngolo kante uko nyuma,0,,2025-11-12T14:43:09.000Z,silakurui,https://www.tiktok.com/@eddykimani/video/7571404660389465400,7448267359284577286,7571849438152622866,https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/8e7f82a25ed95b0a3705709d7e49b049~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=6a77327b&x-expires=1775620800&x-signature=%2Bjp9oiTNW9gcM7kOE3Z8PQSrIrk%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,Tiktok; Men Are Not Missing. They Are Evolving!.csv.xlsx,text,wewe ndo uliitwa ngolo kante uko nyuma,wewe ndo uliitwa ngolo kante uko nyuma,v2,7,False,False,True,False,False,False,False,False,False,True,substantive_v2_signal
I he eating or swallowed,0,,2025-11-11T18:54:47.000Z,user9630708248494,https://www.tiktok.com/@eddykimani/video/7571404660389465400,7369577438877123590,7571542558171431691,https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/7c477e56abb3fb2e98668be0496e2ba9~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=0363f693&x-expires=1775620800&x-signature=lwtb5lllhJ7YEDiaE3jgwd7XJj4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,Tiktok; Men Are Not Missing. They Are Evolving!.csv.xlsx,text,I he eating or swallowed,i he eating or swallowed,v2,5,False,False,True,False,False,False,False,False,False,True,substantive_v2_signal
Cheers to all men who have chosen evolving,3,0.0,2025-11-12T02:20:02.000Z,agwelasewe,https://www.tiktok.com/@eddykimani/video/7571404660389465400,6910234323074483205,7571657850357056312,https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/8e77e4f65477668656949d52e01697ce~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=11bea65f&x-expires=1775620800&x-signature=gQU3FwkFgqoL1hyYaBbNi2ZMP2E%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,Tiktok; Men Are Not Missing. They Are Evolving!.csv.xlsx,text,Cheers to all men who have chosen evolving,cheers to all men who have chosen evolving,v2,8,True,False,True,False,False,False,False,False,False,True,substantive_v2_len
mimi the only fombe i can buy ni muratina ya ruracio,3,0.0,2025-11-11T17:37:53.000Z,kigiripaul,https://www.tiktok.com/@eddykimani/video/7571404660389465400,7128073574142231557,7571522417489085240,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/78d8a5191017d968c961870e250210af~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=e2339ae8&x-expires=1775620800&x-signature=iKax7%2FRK2pdeQepN21bD1JuvBpM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,Tiktok; Men Are Not Missing. They Are Evolving!.csv.xlsx,text,mimi the only fombe i can buy ni muratina ya ruracio,mimi the only fombe i can buy ni muratina ya ruracio,v2,11,False,False,True,False,False,False,False,False,False,True,substantive_v2_len
what is on my mind,1,0.0,2025-11-12T08:37:48.000Z,jakwath,https://www.tiktok.com/@eddykimani/video/7571404660389465400,6982498486395175942,7571755270604030732,https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/1be85073460c0efc0554758929d5dcea~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=36c385eb&x-expires=1775620800&x-signature=PvOGU42tUUSH7jL2XSOVMcB9reY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,Tiktok; Men Are Not Missing. They Are Evolving!.csv.xlsx,text,what is on my mind,what is on my mind,v2,5,False,False,True,False,False,False,False,False,False,True,substantive_v2_signal
clarity of mind and awareness,2,0.0,2025-11-11T18:21:31.000Z,iriewabnicks1,https://www.tiktok.com/@eddykimani/video/7571404660389465400,7183443411901596677,7571534627183395596,https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/88c7aa1050104446e986ea27ba737342~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=4f84388d&x-expires=1775620800&x-signature=zh37prF%2FHggLFHPLHduDrc0NhrE%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,Tiktok; Men Are Not Missing. They Are Evolving!.csv.xlsx,text,clarity of mind and awareness,clarity of mind and awareness,v2,5,False,False,True,False,False,False,False,False,False,True,substantive_v2_signal
Wachana Na Mia yangu basi,0,,2025-11-12T19:15:08.000Z,zyra_mali,https://www.tiktok.com/@eddykimani/video/7571404660389465400,6821986602190685189,7571919529955132216,https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/2c115878b304492416fb26cd2dc1158b~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=a9bb94b8&x-expires=1775620800&x-signature=AJwQdkqH76AYNmiU9F6LgaFoEZs%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,Tiktok; Men Are Not Missing. They Are Evolving!.csv.xlsx,text,Wachana Na Mia yangu basi,wachana na mia yangu basi,v2,5,False,False,True,False,False,False,False,False,False,True,substantive_v2_signal
name one millionaire who is a woman in Kenya,0,,2025-11-12T08:18:02.000Z,kimlucious777,https://www.tiktok.com/@eddykimani/video/7571404660389465400,7016818970914702338,7571750188642108216,https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/7f09c32722b2217d93ad7b82855b943c~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=59fd23d8&x-expires=1775620800&x-signature=7t5QIH%2FgUdbc3I89ZRWuejlyII0%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,Tiktok; Men Are Not Missing. They Are Evolving!.csv.xlsx,text,name one millionaire who is a woman in Kenya,name one millionaire who is a woman in kenya,v2,9,True,False,True,False,False,False,False,False,True,True,substantive_v2_len
heeh weeh ebu fwata topic utoe ufala hapa,0,,2025-11-12T03:48:12.000Z,zyra_mali,https://www.tiktok.com/@eddykimani/video/7571404660389465400,6821986602190685189,7571680572155659020,https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/2c115878b304492416fb26cd2dc1158b~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=a9bb94b8&x-expires=1775620800&x-signature=AJwQdkqH76AYNmiU9F6LgaFoEZs%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,Tiktok; Men Are Not Missing. They Are Evolving!.csv.xlsx,text,heeh weeh ebu fwata topic utoe ufala hapa,heeh weeh ebu fwata topic utoe ufala hapa,v2,8,False,False,True,False,False,False,False,False,False,True,substantive_v2_len
true im one of them,1,0.0,2025-11-12T11:42:36.000Z,manchesterunitedgmail.c4,https://www.tiktok.com/@eddykimani/video/7571404660389465400,7447860246117221382,7571802906962395960,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/870711eddc79bcffa03e308cbf1db99b~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=dc0d645e&x-expires=1775620800&x-signature=YI13drp0aCUjyHXVGTp8oj54QZc%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,Tiktok; Men Are Not Missing. They Are Evolving!.csv.xlsx,text,true im one of them,true im one of them,v2,5,False,True,True,False,False,False,False,False,False,True,substantive_v2_signal
I thought it was me alone kumbe tuko wengi,1,0.0,2025-11-12T07:18:21.000Z,mozeywanjaohemil,https://www.tiktok.com/@eddykimani/video/7571404660389465400,7430886918109742086,7571734785039827724,https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/9933097736446c253264d57251fb03fd~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=85d66448&x-expires=1775620800&x-signature=U%2B8TW9A3RQFz3n3SQxhqKK6611Q%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,Tiktok; Men Are Not Missing. They Are Evolving!.csv.xlsx,text,I thought it was me alone kumbe tuko wengi,i thought it was me alone kumbe tuko wengi,v2,9,False,False,True,False,False,False,False,False,False,True,substantive_v2_len
working on being high level,0,,2025-11-11T21:04:27.000Z,bossmanya1,https://www.tiktok.com/@eddykimani/video/7571404660389465400,6818254057405301766,7571576607124423480,https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/bfcd66ee727742cbc41dd2a5ba82f61f~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=4da58a3e&x-expires=1775620800&x-signature=wYnrFmWiL4P0Aw5iqZvSaawtgv8%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,Tiktok; Men Are Not Missing. They Are Evolving!.csv.xlsx,text,working on being high level,working on being high level,v2,5,False,False,True,False,False,False,False,False,False,True,substantive_v2_signal
Hapo kwa church ndio next,0,0.0,2025-11-13T18:38:07.000Z,sammiefortune254,https://www.tiktok.com/@eddykimani/video/7571404660389465400,6917248978200036357,7572281078322529080,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/8f96f733a38417ddd037b596a3d491d0~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=a1f17e92&x-expires=1775620800&x-signature=9dbJYWFxeuxWN2mvzaDi6JcJ3sA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,Tiktok; Men Are Not Missing. They Are Evolving!.csv.xlsx,text,Hapo kwa church ndio next,hapo kwa church ndio next,v2,5,False,False,True,False,False,False,False,False,False,True,substantive_v2_signal
in life everything goes with stage,0,0.0,2025-11-12T18:53:30.000Z,god.is.powerful68,https://www.tiktok.com/@eddykimani/video/7571404660389465400,7163552391173932037,7571913917683204882,https://p16-common-sign.tiktokcdn-eu.com/tos-maliva-avt-0068/27742d8fd3a8f40556dc5ed4b7ad3372~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=7d05e900&x-expires=1775620800&x-signature=Pb8i66w1B6CtiGzKt2A1t06j3NA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a,Tiktok; Men Are Not Missing. They Are Evolving!.csv.xlsx,text,in life everything goes with stage,in life everything goes with stage,v2,6,False,False,True,False,False,False,False,False,False,True,substantive_v2_signal
we stopped going where nonsense happens,2,0.0,2025-11-11T14:13:37.000Z,ciirache,https://www.tiktok.com/@eddykimani/video/7571404660389465400,7118722356587447302,7571470731290329868,https://p16-common-sign.tiktokcdn-eu.com/tos-maliva-avt-0068/7744ed307ab75747e3ca2a2170577c24~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=e22915e2&x-expires=1775620800&x-signature=Qoac5eYTjSOND3Ymy2gMQ1a2Qck%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a,Tiktok; Men Are Not Missing. They Are Evolving!.csv.xlsx,text,we stopped going where nonsense happens,we stopped going where nonsense happens,v2,6,False,True,True,False,False,False,True,False,False,True,substantive_v2_signal
we r simply seeking for peace,0,,2025-11-12T06:56:02.000Z,wakimiti_25,https://www.tiktok.com/@eddykimani/video/7571404660389465400,7360580272633381894,7571729017129894667,https://p16-common-sign.tiktokcdn-eu.com/musically-maliva-obj/1594805258216454~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=e8ed2d41&x-expires=1775620800&x-signature=FYpSgUZpLb3%2Fu%2BDoqzqOhqsoymI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a,Tiktok; Men Are Not Missing. They Are Evolving!.csv.xlsx,text,we r simply seeking for peace,we r simply seeking for peace,v2,6,False,False,True,False,False,False,False,False,False,True,substantive_v2_signal
uko kila mahali kama bosco,0,,2025-11-12T06:54:27.000Z,georgedon233,https://www.tiktok.com/@eddykimani/video/7571404660389465400,7398206365368370182,7571727385827427080,https://p16-common-sign.tiktokcdn-eu.com/tos-alisg-avt-0068/74fef01295aec2f8be84d3417146bece~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=75ca4a74&x-expires=1775620800&x-signature=moKhh0n3nbR3t71bfDSYaMOfIwI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a,Tiktok; Men Are Not Missing. They Are Evolving!.csv.xlsx,text,uko kila mahali kama bosco,uko kila mahali kama bosco,v2,5,False,False,True,False,False,False,False,False,False,True,substantive_v2_signal
wee nawe na negative comments na sura kama ya ngombe,0,,2025-11-12T06:20:08.000Z,derrickkenuthiaa3,https://www.tiktok.com/@eddykimani/video/7571404660389465400,7455420473061753862,7571718570430923532,https://p16-common-sign.tiktokcdn-eu.com/tos-maliva-avt-0068/8796aa0671ede6849e24dc3c291dcd15~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=9947b503&x-expires=1775620800&x-signature=Qnux8wgbxqt9fu0bQhdNPnYPNPg%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a,Tiktok; Men Are Not Missing. They Are Evolving!.csv.xlsx,text,wee nawe na negative comments na sura kama ya ngombe,wee nawe na negative comments na sura kama ya ngombe,v2,10,True,False,True,False,False,False,False,False,False,True,substantive_v2_len
no my brother have over 300k savings but he will never withdraw 10k to go those sherehe,1,,2025-11-11T16:41:11.000Z,user1626949731331,https://www.tiktok.com/@eddykimani/video/7571404660389465400,7223626972533933061,7571508764278407948,https://p16-common-sign.tiktokcdn-eu.com/tos-maliva-avt-0068/46324bb0a0d23a331b15c62da5daabaf~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=dcde7f17&x-expires=1775620800&x-signature=jTxEywFJ1Jig3eHCR8van32B4M0%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a,Tiktok; Men Are Not Missing. They Are Evolving!.csv.xlsx,text,no my brother have over 300k savings but he will never withdraw 10k to go those sherehe,no my brother have over 300k savings but he will never withdraw 10k to go those sherehe,v2,17,False,False,True,False,False,False,False,False,False,True,substantive_v2_len
men have started understanding themselves spiritually,1,0.0,2025-11-11T16:29:54.000Z,vivianatieno396,https://www.tiktok.com/@eddykimani/video/7571404660389465400,7370679502215824389,7571505359879930635,https://p19-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/7370680125555867653~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=5eb0be28&x-expires=1775620800&x-signature=TGoae8y1hsRqEdTTzQyeBoqKwdM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,Tiktok; Men Are Not Missing. They Are Evolving!.csv.xlsx,text,men have started understanding themselves spiritually,men have started understanding themselves spiritually,v2,6,True,False,True,False,False,False,True,False,False,True,substantive_v2_signal
we are building ourselves in God,1,0.0,2025-11-11T19:44:31.000Z,erickanyi254,https://www.tiktok.com/@eddykimani/video/7571404660389465400,7408929011257558021,7571556014522336056,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/eb4d747dedae76b6d8d779156f3b597e~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=c93dea4f&x-expires=1775620800&x-signature=ez2JutzY3DtN%2FoPDS6gBTQcGtHA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,Tiktok; Men Are Not Missing. They Are Evolving!.csv.xlsx,text,we are building ourselves in God,we are building ourselves in god,v2,6,False,False,True,False,False,False,False,False,False,True,substantive_v2_signal
in the solitude of our hearts we find both the agony of isolation and the ecstasy of self discovery,1,0.0,2025-11-12T01:31:44.000Z,kimani.dev,https://www.tiktok.com/@eddykimani/video/7571404660389465400,7020429729744323589,7571645424496427832,https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/c6b76fc6a0bb9b07350e4bab6f3dfbb6~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=d8aae3dc&x-expires=1775620800&x-signature=0zIT7pjDhB%2BFATK00ROiguRUDXU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,Tiktok; Men Are Not Missing. They Are Evolving!.csv.xlsx,text,in the solitude of our hearts we find both the agony of isolation and the ecstasy of self discovery,in the solitude of our hearts we find both the agony of isolation and the ecstasy of self discovery,v2,19,False,False,True,False,False,False,False,False,False,True,substantive_v2_len
kwanza kanisa ni ya wajinga na wamama,1,0.0,2025-11-11T16:08:45.000Z,fichingoj,https://www.tiktok.com/@eddykimani/video/7571404660389465400,7480107971587113992,7571500416547554059,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/0c2bb722d555c7461b294bad7d2b1377~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=6e997201&x-expires=1775620800&x-signature=xsdE3%2FTEJZrPPJXrTjUBRHNNhes%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,Tiktok; Men Are Not Missing. They Are Evolving!.csv.xlsx,text,kwanza kanisa ni ya wajinga na wamama,kwanza kanisa ni ya wajinga na wamama,v2,7,False,False,True,False,False,False,False,False,False,True,substantive_v2_signal
unadhani hawana pesa kama babako,0,,2025-11-12T05:00:23.000Z,buzzed_zz,https://www.tiktok.com/@eddykimani/video/7571404660389465400,7237428335125464069,7571699179904189196,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/00e3162d0a502a030d3bd5621d53ce14~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=5d4f8f52&x-expires=1775620800&x-signature=sxI6K95ffsnVtd3RiTvRYIe%2FUkM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=sg1,Tiktok; Men Are Not Missing. They Are Evolving!.csv.xlsx,text,unadhani hawana pesa kama babako,unadhani hawana pesa kama babako,v2,5,False,False,True,False,False,False,False,False,False,True,substantive_v2_signal
hizi Comments ata si men Ni ihee,0,,2025-11-12T07:59:21.000Z,zyra_mali,https://www.tiktok.com/@eddykimani/video/7571404660389465400,6821986602190685189,7571745351242826508,https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/2c115878b304492416fb26cd2dc1158b~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=a9bb94b8&x-expires=1775620800&x-signature=AJwQdkqH76AYNmiU9F6LgaFoEZs%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,Tiktok; Men Are Not Missing. They Are Evolving!.csv.xlsx,text,hizi Comments ata si men Ni ihee,hizi comments ata si men ni ihee,v2,7,True,False,True,False,False,False,False,False,False,True,substantive_v2_signal
People are busy undertaking serious projects,0,,2025-11-14T03:51:21.000Z,deltonndegwa,https://www.tiktok.com/@eddykimani/video/7571404660389465400,7040911483068974085,7572423545458295608,https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/064d3dc95b49f680bcccae4b32acd9a8~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=007dbb92&x-expires=1775620800&x-signature=MeAeiqKVXzqGb6G22xcupXeVT%2Fk%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,Tiktok; Men Are Not Missing. They Are Evolving!.csv.xlsx,text,People are busy undertaking serious projects,people are busy undertaking serious projects,v2,6,False,False,True,False,False,False,False,False,False,True,substantive_v2_signal
very Very well said Eddie Kimani,1,0.0,2025-11-11T20:00:25.000Z,njengamwangi275,https://www.tiktok.com/@eddykimani/video/7571404660389465400,7479738729151742994,7571559452056699704,https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/bf8f39a07700cafe26c41c9ae70e7a6f~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=f1fd826b&x-expires=1775620800&x-signature=ZRFZtmQcirNyGGXM3HKpoVREbaI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,Tiktok; Men Are Not Missing. They Are Evolving!.csv.xlsx,text,very Very well said Eddie Kimani,very very well said eddie kimani,v2,6,True,False,True,False,False,False,False,False,False,True,substantive_v2_signal
they wanted space and freedom men are giving that,1,0.0,2025-11-11T18:14:06.000Z,kimaniwanjeri8,https://www.tiktok.com/@eddykimani/video/7571404660389465400,7214507632688710662,7571532726168814347,https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/7214508100145283077~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=b78aa00a&x-expires=1775620800&x-signature=6ejVqz3%2BK5GZziPKfVTevBjsa14%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,Tiktok; Men Are Not Missing. They Are Evolving!.csv.xlsx,text,they wanted space and freedom men are giving that,they wanted space and freedom men are giving that,v2,9,True,False,True,False,False,False,False,False,False,True,substantive_v2_len
Mnaenda club na tulienda club tukiwa 18 yrs old mkikaliwa na wazazi wenu,0,,2025-11-11T22:45:26.000Z,duchieeeeee,https://www.tiktok.com/@eddykimani/video/7571404660389465400,7055159326591894534,7571602624429884171,https://p77-sign-va.tiktokcdn.com/tos-maliva-avt-0068/aba821df31324f907f0aeca186c08049~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=8bb83429&x-expires=1775620800&x-signature=G%2BFuGLzZWNOg%2BoFjJ3aVXcqDOAc%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=sg1,Tiktok; Men Are Not Missing. They Are Evolving!.csv.xlsx,text,Mnaenda club na tulienda club tukiwa 18 yrs old mkikaliwa na wazazi wenu,mnaenda club na tulienda club tukiwa 18 yrs old mkikaliwa na wazazi wenu,v2,13,False,False,True,False,False,False,False,False,False,True,substantive_v2_len
they are healing from watu kama wewe na same sentiments,0,,2025-11-11T21:21:12.000Z,sillace.kim,https://www.tiktok.com/@eddykimani/video/7571404660389465400,7349249899672896517,7571580928826016523,https://p77-sign-va.tiktokcdn.com/tos-maliva-avt-0068/79c79ba7387bf9a54b9e574bb864480c~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=87be53fd&x-expires=1775620800&x-signature=MjahzE4h7fOpQNRazjPguehwsGU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=sg1,Tiktok; Men Are Not Missing. They Are Evolving!.csv.xlsx,text,they are healing from watu kama wewe na same sentiments,they are healing from watu kama wewe na same sentiments,v2,10,True,False,True,False,False,False,False,False,False,True,substantive_v2_len
clubbing and events is no longer a vibe for high value men,1,,2025-11-11T21:48:50.000Z,bochy007,https://www.tiktok.com/@eddykimani/video/7571404660389465400,6929711836770878470,7571588042327655179,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/d9f08115debcd40c0c1316f8d20b3fed~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=5f86e3c9&x-expires=1775620800&x-signature=OoDx57tBvLEYzzuhBUpOiyaGDlI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=sg1,Tiktok; Men Are Not Missing. They Are Evolving!.csv.xlsx,text,clubbing and events is no longer a vibe for high value men,clubbing and events is no longer a vibe for high value men,v2,12,True,False,True,False,False,False,False,False,False,True,substantive_v2_len
acha tukae tu hivo with peace,0,0.0,2025-11-12T20:24:31.000Z,user333772951,https://www.tiktok.com/@eddykimani/video/7571404660389465400,6843431425917764614,7571937419386553100,https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/7347981586169610245~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=378f2df1&x-expires=1775620800&x-signature=p62ogOwJgTxNNbg7KZpSwsuUo1c%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,Tiktok; Men Are Not Missing. They Are Evolving!.csv.xlsx,text,acha tukae tu hivo with peace,acha tukae tu hivo with peace,v2,6,False,False,True,False,False,False,False,False,False,True,substantive_v2_signal
Men are quietly staying away from POOR decisions,2,0.0,2025-11-12T12:04:05.000Z,user3420311265834,https://www.tiktok.com/@eddykimani/video/7571404660389465400,7014480200923530246,7571808412934701846,https://p19-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/a8dea673b7c736e943ad87856b5ffb31~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=784ff78c&x-expires=1775620800&x-signature=t60V%2BqOCu6wU%2BYfiUNHvx%2BxwXQg%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,Tiktok; Men Are Not Missing. They Are Evolving!.csv.xlsx,text,Men are quietly staying away from POOR decisions,men are quietly staying away from poor decisions,v2,8,True,False,True,False,False,False,False,False,False,True,substantive_v2_len
Very true I too have hibernated,0,0.0,2025-11-12T19:21:55.000Z,.brevin7,https://www.tiktok.com/@eddykimani/video/7571404660389465400,7049707834465158145,7571921259022877447,https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/59fcb51aaedc0eece2a96c53f27ee377~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=22ddca8e&x-expires=1775620800&x-signature=18rTA%2FWRJwBxpY3eCOnIgT8qEw8%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,Tiktok; Men Are Not Missing. They Are Evolving!.csv.xlsx,text,Very true I too have hibernated,very true i too have hibernated,v2,6,False,True,True,False,False,False,False,False,False,True,substantive_v2_signal
