text,diggCount,replyCommentTotal,createTimeISO,uniqueId,videoWebUrl,uid,cid,avatarThumbnail,source_file,source_text_col,comment_text,comment_text_norm,mode,word_count,has_gender_hint,has_stance_hint,has_experience_hint,has_learning_hint,has_change_hint,has_reinforcement_hint,has_action_hint,has_info_hint,has_identity_hint,keep,keep_reason
Thanks for this words of wisdom,1,0.0,2025-09-28T15:31:37.000Z,yadahventures,https://www.tiktok.com/@eddykimani/video/7529240986954861829,6878552342482420741,7555163107888136967,https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/86b2894999a5f8e4c27d1f1b9ae25d40~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=c40b9dc2&x-expires=1775613600&x-signature=mM3J7E1d2CLqVN9G4bmKCNZ6nAo%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,Tiktok; Young man who thinks it's a shame not having a car at 35.xlsx,text,Thanks for this words of wisdom,thanks for this words of wisdom,v2,6,False,False,True,False,False,False,False,False,False,True,substantive_v2_signal
he is a big baby,1,0.0,2025-07-21T01:38:49.000Z,josca624,https://www.tiktok.com/@eddykimani/video/7529240986954861829,7159870413660308485,7529341580903662342,https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/7159871804046049286~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=72fc7fd7&x-expires=1775613600&x-signature=xgendmxp8XAUXtxo7iNbYEZJU8A%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,Tiktok; Young man who thinks it's a shame not having a car at 35.xlsx,text,he is a big baby,he is a big baby,v2,5,False,False,True,False,False,False,False,False,False,True,substantive_v2_signal
aki huyu sparky watu wamesema na jina yake sana na ujue mate ya watu ni mbaya,1,0.0,2025-07-22T09:23:10.000Z,cookie61192,https://www.tiktok.com/@eddykimani/video/7529240986954861829,7132386998812115974,7529834319893660472,https://p19-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/4e007c906118f940480d354e727bcf1a~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=f29324d3&x-expires=1775613600&x-signature=tuP1bmKLEXnJfGhdWfWF0EC1wYc%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,Tiktok; Young man who thinks it's a shame not having a car at 35.xlsx,text,aki huyu sparky watu wamesema na jina yake sana na ujue mate ya watu ni mbaya,aki huyu sparky watu wamesema na jina yake sana na ujue mate ya watu ni mbaya,v2,16,False,False,True,False,False,False,False,False,False,True,substantive_v2_len
this is powerful thank you sir,1,0.0,2025-07-21T20:20:34.000Z,marykigoro1,https://www.tiktok.com/@eddykimani/video/7529240986954861829,6830401818838844421,7529632648974992135,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/7329181215779454994~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=edd4b7c6&x-expires=1775613600&x-signature=72ZLhK6HRkn09qZGt%2Bivop9%2BgDQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,Tiktok; Young man who thinks it's a shame not having a car at 35.xlsx,text,this is powerful thank you sir,this is powerful thank you sir,v2,6,False,False,True,False,False,False,False,False,False,True,substantive_v2_signal
These are the kinds of videos I want to watch on TikTok,4,0.0,2025-07-21T02:43:37.000Z,254brady,https://www.tiktok.com/@eddykimani/video/7529240986954861829,6990481097575171073,7529360275490669368,https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/f3475c4a465b4094778b9ca2bc8abc10~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=6ba5e164&x-expires=1775613600&x-signature=jiQPVbKTOMPbyjCMrNffxRUhAZo%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,Tiktok; Young man who thinks it's a shame not having a car at 35.xlsx,text,These are the kinds of videos I want to watch on TikTok,these are the kinds of videos i want to watch on tiktok,v2,12,False,False,True,False,False,False,False,False,False,True,substantive_v2_len
whatever makes you happy is all that matters,0,,2025-07-21T08:28:35.000Z,tatiana.baybe,https://www.tiktok.com/@eddykimani/video/7529240986954861829,6886072492122129410,7529449202351391493,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/0705a1c61c5d4c48a7cbf62a6fd69aea~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=658ba182&x-expires=1775613600&x-signature=zYr0i3%2B746B4Y0aWRNj0a9RsAfk%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,Tiktok; Young man who thinks it's a shame not having a car at 35.xlsx,text,whatever makes you happy is all that matters,whatever makes you happy is all that matters,v2,8,False,False,True,False,False,False,False,False,False,True,substantive_v2_len
mimi ata kazi sina walai alafu anasema gari cheeiii this life,1,0.0,2025-07-21T05:17:42.000Z,user4025214737497,https://www.tiktok.com/@eddykimani/video/7529240986954861829,7104895095585178630,7529399927404774150,https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/37c21e24d6f947310e957ce4fbc6d9cd~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=b172f7ab&x-expires=1775613600&x-signature=D0%2F9c%2BIvahev7a7hUBPx1U0idOk%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,Tiktok; Young man who thinks it's a shame not having a car at 35.xlsx,text,mimi ata kazi sina walai alafu anasema gari cheeiii this life,mimi ata kazi sina walai alafu anasema gari cheeiii this life,v2,11,False,False,True,False,False,False,False,False,False,True,substantive_v2_len
am 35 na sina hadi Akili,1,0.0,2025-07-21T17:10:20.000Z,liynecate,https://www.tiktok.com/@eddykimani/video/7529240986954861829,6815545306038797317,7529583650716533510,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/cf68915e00095926f5b86653c4bf3247~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=0a19ef4a&x-expires=1775613600&x-signature=hT5ne6JHpV2BGFIIEH1TJwGUK44%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,Tiktok; Young man who thinks it's a shame not having a car at 35.xlsx,text,am 35 na sina hadi Akili,am 35 na sina hadi akili,v2,6,False,False,True,False,False,False,False,False,False,True,substantive_v2_signal
my heart goes to those who had cars and houses but now have nothing,1,0.0,2025-07-21T16:50:37.000Z,bonivicnickovic,https://www.tiktok.com/@eddykimani/video/7529240986954861829,6984444743292830725,7529578557011624710,https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/4cd2af9f72efa9af4e2d99b4ed8e192a~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=2088dbba&x-expires=1775613600&x-signature=C2p63gjygnmKV21aCP%2FszGVZc6g%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,Tiktok; Young man who thinks it's a shame not having a car at 35.xlsx,text,my heart goes to those who had cars and houses but now have nothing,my heart goes to those who had cars and houses but now have nothing,v2,14,False,False,True,False,False,False,False,False,False,True,substantive_v2_len
mimi am greatful penye niko sahii mambo ya Car iyo ni yake na haitubambi,1,0.0,2025-07-21T12:58:05.000Z,iamrocky251,https://www.tiktok.com/@eddykimani/video/7529240986954861829,7152499406833632262,7529518652988326712,https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/1d54a4b39b2d774c657061a0af624729~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=d6ed447d&x-expires=1775613600&x-signature=xS%2BzIBOGGvarf3kUJo2D0GD1kaA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,Tiktok; Young man who thinks it's a shame not having a car at 35.xlsx,text,mimi am greatful penye niko sahii mambo ya Car iyo ni yake na haitubambi,mimi am greatful penye niko sahii mambo ya car iyo ni yake na haitubambi,v2,14,False,False,True,False,False,False,False,False,False,True,substantive_v2_len
kweli kabisa maisha ni kupanda na kushuka hakuna ajuaye kesho yake,2,0.0,2025-07-20T19:11:55.000Z,annboke,https://www.tiktok.com/@eddykimani/video/7529240986954861829,6761848025323570181,7529243914776380216,https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/aad86e7565ebe636fe7114f9d0d491e7~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=dac4efa2&x-expires=1775613600&x-signature=qw7lv7EiC5LZN8O6DR6Sprk6r5w%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,Tiktok; Young man who thinks it's a shame not having a car at 35.xlsx,text,kweli kabisa maisha ni kupanda na kushuka hakuna ajuaye kesho yake,kweli kabisa maisha ni kupanda na kushuka hakuna ajuaye kesho yake,v2,11,False,False,True,False,False,False,False,False,False,True,substantive_v2_len
Thanks Eddy tell him life is so unpredictable,1,0.0,2025-07-21T04:11:39.000Z,annsheilah23,https://www.tiktok.com/@eddykimani/video/7529240986954861829,7234457574174131205,7529382929904141061,https://p19-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/8ffa041af344bb09305c53bdd8dcd0f4~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=22fc6d5e&x-expires=1775613600&x-signature=QKfD0FiTh0IKKV13lZGjkOcoNYI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,Tiktok; Young man who thinks it's a shame not having a car at 35.xlsx,text,Thanks Eddy tell him life is so unpredictable,thanks eddy tell him life is so unpredictable,v2,8,False,False,True,False,False,False,False,False,False,True,substantive_v2_len
Niliona hiyo video hata siku taka kumaliza,1,0.0,2025-07-21T02:56:50.000Z,user3376676515505,https://www.tiktok.com/@eddykimani/video/7529240986954861829,6914906546568872965,7529360436778517254,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/7332914944595525650~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=7bab8f4f&x-expires=1775613600&x-signature=Kq6LeVEDq1gq7Ivf8fHHscYHC%2BE%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,Tiktok; Young man who thinks it's a shame not having a car at 35.xlsx,text,Niliona hiyo video hata siku taka kumaliza,niliona hiyo video hata siku taka kumaliza,v2,7,False,False,True,False,False,False,False,False,False,True,substantive_v2_signal
we all have different descriptions of wealth,0,0.0,2026-03-27T23:50:20.000Z,elsieprincess2,https://www.tiktok.com/@eddykimani/video/7529240986954861829,7462641547961943046,7622086911612125959,https://p16-common-sign.tiktokcdn-eu.com/tos-alisg-avt-0068/6901b8344105c877918aa1b0b66f3638~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=72176f9f&x-expires=1775613600&x-signature=TJVVJ6mfQ1JMDoIWc45U5qpxuhU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a,Tiktok; Young man who thinks it's a shame not having a car at 35.xlsx,text,we all have different descriptions of wealth,we all have different descriptions of wealth,v2,7,False,False,True,False,False,False,False,False,False,True,substantive_v2_signal
feature him in young rich,0,0.0,2026-03-27T23:49:28.000Z,elsieprincess2,https://www.tiktok.com/@eddykimani/video/7529240986954861829,7462641547961943046,7622086694749520648,https://p16-common-sign.tiktokcdn-eu.com/tos-alisg-avt-0068/6901b8344105c877918aa1b0b66f3638~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=72176f9f&x-expires=1775613600&x-signature=TJVVJ6mfQ1JMDoIWc45U5qpxuhU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a,Tiktok; Young man who thinks it's a shame not having a car at 35.xlsx,text,feature him in young rich,feature him in young rich,v2,5,False,False,True,False,False,False,False,False,False,True,substantive_v2_signal
I had an American professor lecturer working here and she humbly came for ward rounds with a bicycle very humble and simple wellbeing is enough success,0,0.0,2025-07-24T21:57:20.000Z,isbfyn4,https://www.tiktok.com/@eddykimani/video/7529240986954861829,7149162800072524805,7530770862296843014,https://p16-common-sign.tiktokcdn-eu.com/tos-maliva-avt-0068/e320d6a9825c7e44afc6c2b0d984c5b2~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=712e1e9f&x-expires=1775613600&x-signature=ixf7CEQoIB5xsQ%2Be7Vxg3j%2FRhUs%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a,Tiktok; Young man who thinks it's a shame not having a car at 35.xlsx,text,I had an American professor lecturer working here and she humbly came for ward rounds with a bicycle very humble and simple wellbeing is enough success,i had an american professor lecturer working here and she humbly came for ward rounds with a bicycle very humble and simple wellbeing is enough success,v2,26,False,False,True,False,False,False,False,False,False,True,substantive_v2_len
nataka uniambie kwanza sanura ikona season 2,0,0.0,2025-07-23T12:34:02.000Z,nyawira26,https://www.tiktok.com/@eddykimani/video/7529240986954861829,6868318037704623109,7530254614043280133,https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/f2d444d923790514615f54a2ba407492~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=bb2532a1&x-expires=1775613600&x-signature=F4QBthnVLad1QgG4NEdC0KfEhmc%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,Tiktok; Young man who thinks it's a shame not having a car at 35.xlsx,text,nataka uniambie kwanza sanura ikona season 2,nataka uniambie kwanza sanura ikona season 2,v2,7,False,False,True,False,False,False,False,False,False,True,substantive_v2_signal
true man nobody knows tomorrow Amen,0,0.0,2025-07-24T02:50:00.000Z,user8694234659446,https://www.tiktok.com/@eddykimani/video/7529240986954861829,7398336917730755589,7530473506749072133,https://p16-common-sign.tiktokcdn-us.com/musically-maliva-obj/1594805258216454~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=b620baca&x-expires=1775613600&x-signature=qgVCaI4djaETyYJNwRjg%2FaqMc6A%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,Tiktok; Young man who thinks it's a shame not having a car at 35.xlsx,text,true man nobody knows tomorrow Amen,true man nobody knows tomorrow amen,v2,6,True,True,True,False,False,False,False,False,False,True,substantive_v2_signal
they make us think we are not doing anything at all,0,0.0,2025-09-15T14:15:06.000Z,mitte09,https://www.tiktok.com/@eddykimani/video/7529240986954861829,7111426439845381125,7550317767674970885,https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/09625ff22c940f173fe44eb04d822b20~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=fd975ef4&x-expires=1775613600&x-signature=UEo65Ds1tdpIY%2BHMJwh1mDIWXow%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,Tiktok; Young man who thinks it's a shame not having a car at 35.xlsx,text,they make us think we are not doing anything at all,they make us think we are not doing anything at all,v2,11,False,False,True,False,False,False,False,False,False,True,substantive_v2_len
ana adress 35 yr olds mm niko 37 so niko sawa ata black mamba sina,0,0.0,2025-07-23T17:34:24.000Z,user1838392637348,https://www.tiktok.com/@eddykimani/video/7529240986954861829,7266073012532429830,7530330376319025926,https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/39b2ccc830b20b40e12ca753cd4b84f0~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=a02905b4&x-expires=1775613600&x-signature=TV%2F6b89DoqE26HA9ElBjet44%2FPE%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,Tiktok; Young man who thinks it's a shame not having a car at 35.xlsx,text,ana adress 35 yr olds mm niko 37 so niko sawa ata black mamba sina,ana adress 35 yr olds mm niko 37 so niko sawa ata black mamba sina,v2,15,False,False,True,False,False,False,False,False,False,True,substantive_v2_len
its true atakama ni toy car ya mtoto,0,0.0,2025-07-23T19:11:06.000Z,james.irungu0,https://www.tiktok.com/@eddykimani/video/7529240986954861829,7295787121023943685,7530355742777770758,https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/c85d7246fb0c3c8b229faa70a9402ad5~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=ef64ca47&x-expires=1775613600&x-signature=2Fc4OLAGh94WANr0IHC8OyItLUw%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,Tiktok; Young man who thinks it's a shame not having a car at 35.xlsx,text,its true atakama ni toy car ya mtoto,its true atakama ni toy car ya mtoto,v2,8,False,True,True,False,False,False,False,False,False,True,substantive_v2_len
Well said my childhood crushie,0,0.0,2025-07-24T11:44:30.000Z,muthoni_the_tigress,https://www.tiktok.com/@eddykimani/video/7529240986954861829,7204445602872460293,7530611873915110149,https://p16-common-sign.tiktokcdn-eu.com/tos-alisg-avt-0068/65099f7c4eb6f75c9b41ab9851ea3de8~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=6d55dfe1&x-expires=1775613600&x-signature=1oOj9U9Kma7ZCwa788TgRrnSSO0%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a,Tiktok; Young man who thinks it's a shame not having a car at 35.xlsx,text,Well said my childhood crushie,well said my childhood crushie,v2,5,False,False,True,False,False,False,False,False,False,True,substantive_v2_signal
he made my heart weaker,0,0.0,2025-07-23T11:43:52.000Z,monicahwanjira6,https://www.tiktok.com/@eddykimani/video/7529240986954861829,7354840731105068037,7530241680349299461,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/e8d85ff83688d80134e332615f5a817e~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=0991c9e0&x-expires=1775613600&x-signature=VY5Q29WY21C7R5dWXCCWWWmOp4Y%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,Tiktok; Young man who thinks it's a shame not having a car at 35.xlsx,text,he made my heart weaker,he made my heart weaker,v2,5,False,False,True,False,False,False,False,False,False,True,substantive_v2_signal
am remaining with 3yrs nifike 35 woooooooi ngai ndojokelee maaa tandu ninya mugunda ndiri,0,0.0,2025-07-23T15:56:10.000Z,joygitosh93,https://www.tiktok.com/@eddykimani/video/7529240986954861829,6992884869266670598,7530306711128343352,https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/0fc29d9ecbd8ba717ae98ff96a1cc3a9~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=740b7276&x-expires=1775613600&x-signature=V6wgmT5ACEuucXyk1eeZINEYN0E%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,Tiktok; Young man who thinks it's a shame not having a car at 35.xlsx,text,am remaining with 3yrs nifike 35 woooooooi ngai ndojokelee maaa tandu ninya mugunda ndiri,am remaining with 3yrs nifike 35 woooooooi ngai ndojokelee maaa tandu ninya mugunda ndiri,v2,14,False,False,True,False,False,False,False,False,False,True,substantive_v2_len
My mum bought her first car akiwa na wajukuu,0,0.0,2025-07-23T07:03:51.000Z,zulfa.ndonyi,https://www.tiktok.com/@eddykimani/video/7529240986954861829,7362584133544248325,7530167528614740741,https://p16-common-sign.tiktokcdn.com/tos-maliva-avt-0068/7367471363621126150~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=88b3fee8&x-expires=1775613600&x-signature=65tg0QNCqQg5%2BkKP0JO290fA6BQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Tiktok; Young man who thinks it's a shame not having a car at 35.xlsx,text,My mum bought her first car akiwa na wajukuu,my mum bought her first car akiwa na wajukuu,v2,9,False,False,True,False,False,False,False,False,False,True,substantive_v2_len
my dad is 50 but Mzee ame invest Kwetuu watoto what I know one day atapnda gari ya mtoto wake,0,0.0,2025-07-22T22:07:04.000Z,kajose22,https://www.tiktok.com/@eddykimani/video/7529240986954861829,7346254584174314501,7530031205636784902,https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/b837961c13482fa926f7e433aea38d60~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=3604d6b4&x-expires=1775613600&x-signature=wpSqSntqYkdhLTfWFjkSfSyYETE%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,Tiktok; Young man who thinks it's a shame not having a car at 35.xlsx,text,my dad is 50 but Mzee ame invest Kwetuu watoto what I know one day atapnda gari ya mtoto wake,my dad is 50 but mzee ame invest kwetuu watoto what i know one day atapnda gari ya mtoto wake,v2,20,False,False,True,False,False,False,False,False,False,True,substantive_v2_len
Apart from the matatu issues the culprit has been spewing a lot of diatribe everywhere coz he is deluded that he has made but it has finally caught up with him,0,0.0,2025-07-20T23:37:00.000Z,kavunjaavunja,https://www.tiktok.com/@eddykimani/video/7529240986954861829,7025319004684780550,7529312155259814674,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/22f5a981b8fcdac8d2f6dfee93c64e2a~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=bad2aeac&x-expires=1775613600&x-signature=Z6vWip%2Bnji5Xr4E3fcYE%2BWu%2FDDs%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,Tiktok; Young man who thinks it's a shame not having a car at 35.xlsx,text,Apart from the matatu issues the culprit has been spewing a lot of diatribe everywhere coz he is deluded that he has made but it has finally caught up with him,apart from the matatu issues the culprit has been spewing a lot of diatribe everywhere coz he is deluded that he has made but it has finally caught up with him,v2,31,False,False,True,False,False,False,False,False,False,True,substantive_v2_len
Na customers wake ni wenye wanatumia izo matatu,0,0.0,2025-07-23T04:40:34.000Z,luvembe22_4,https://www.tiktok.com/@eddykimani/video/7529240986954861829,7219591470856111110,7530132624611115784,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/61c536dda7b9279534629e727f5651ee~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=b32a109c&x-expires=1775613600&x-signature=6JFs3w8f%2FA%2BtZugCJJzZ2FklgCg%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Tiktok; Young man who thinks it's a shame not having a car at 35.xlsx,text,Na customers wake ni wenye wanatumia izo matatu,na customers wake ni wenye wanatumia izo matatu,v2,8,False,False,True,False,False,False,False,False,False,True,substantive_v2_len
tell him install some wisdom in that young man,0,0.0,2025-07-23T06:24:42.000Z,okubaba1,https://www.tiktok.com/@eddykimani/video/7529240986954861829,7312817598256514053,7530159371852448517,https://p16-common-sign.tiktokcdn-eu.com/tos-maliva-avt-0068/306ec46e7e946ff081ccf9779e469094~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=ee9e3e1a&x-expires=1775613600&x-signature=MEyJlIPblaogtFlpcDCojFkS%2Bl0%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a,Tiktok; Young man who thinks it's a shame not having a car at 35.xlsx,text,tell him install some wisdom in that young man,tell him install some wisdom in that young man,v2,9,True,False,True,False,False,False,False,False,False,True,substantive_v2_len
ego is loud growth is silent,0,0.0,2025-07-23T06:22:11.000Z,gilmuriithi,https://www.tiktok.com/@eddykimani/video/7529240986954861829,6959873443076752389,7530158765095142149,https://p16-common-sign.tiktokcdn-eu.com/tos-alisg-avt-0068/b262609d5eafbe351c4453c0e220902c~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=4db777ad&x-expires=1775613600&x-signature=CasFHp7rkafMQo%2BKg3Mn5StINZw%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a,Tiktok; Young man who thinks it's a shame not having a car at 35.xlsx,text,ego is loud growth is silent,ego is loud growth is silent,v2,6,False,False,True,False,False,False,False,False,False,True,substantive_v2_signal
I had 5 cars and now I have none natembea,0,0.0,2025-07-22T17:32:41.000Z,jacksonmwangii,https://www.tiktok.com/@eddykimani/video/7529240986954861829,7036084188327625734,7529960507756233528,https://p16-common-sign.tiktokcdn-eu.com/tos-alisg-avt-0068/7329454118353764370~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=ed86beb1&x-expires=1775613600&x-signature=EosThc83Wg8PfBkI1lylSukkIoY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a,Tiktok; Young man who thinks it's a shame not having a car at 35.xlsx,text,I had 5 cars and now I have none natembea,i had 5 cars and now i have none natembea,v2,10,False,False,True,False,False,False,False,False,False,True,substantive_v2_len
true Mwambie juu uyu jamaa anaona kama amefika,0,0.0,2025-07-22T03:39:24.000Z,beatohsheecollection,https://www.tiktok.com/@eddykimani/video/7529240986954861829,6972172767571690502,7529745745126540088,https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/14b23f16b2cf611c69a0d4b00a542abf~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=e77f8585&x-expires=1775613600&x-signature=5k71eT1RrdlvnSp9IbSJVV9Jza4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,Tiktok; Young man who thinks it's a shame not having a car at 35.xlsx,text,true Mwambie juu uyu jamaa anaona kama amefika,true mwambie juu uyu jamaa anaona kama amefika,v2,8,False,True,True,False,False,False,False,False,False,True,substantive_v2_len
life is a teacher learn your lesson n move on,0,0.0,2025-07-22T04:41:13.000Z,kabolicious81,https://www.tiktok.com/@eddykimani/video/7529240986954861829,7327756661233026054,7529761649609065272,https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/7343360111186411526~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=9c0bce65&x-expires=1775613600&x-signature=FivDsSKlexAkj%2Bt4LIzQMM2cF2I%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,Tiktok; Young man who thinks it's a shame not having a car at 35.xlsx,text,life is a teacher learn your lesson n move on,life is a teacher learn your lesson n move on,v2,10,False,False,True,True,False,False,False,False,False,True,substantive_v2_len
very true life is not a straight line,0,0.0,2025-07-22T05:01:33.000Z,silvanonelson83gmail.com,https://www.tiktok.com/@eddykimani/video/7529240986954861829,7013243208629847046,7529766882368127749,https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/f7b9e9244b95d453efa80a184db1b51f~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=ea05b0d2&x-expires=1775613600&x-signature=fntsoOfRnpqmEqj4%2BRGOLhJQSVs%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,Tiktok; Young man who thinks it's a shame not having a car at 35.xlsx,text,very true life is not a straight line,very true life is not a straight line,v2,8,False,True,True,False,False,False,False,False,False,True,substantive_v2_len
Lakini comment section mko na story za jaba stereotypes just to please your misery,0,0.0,2025-07-21T22:00:56.000Z,j_qiviah,https://www.tiktok.com/@eddykimani/video/7529240986954861829,6921769771479155718,7529658545202545464,https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/78bb4e1a510bb80bc2b50f6c764579a7~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=70b7e443&x-expires=1775613600&x-signature=fhckfNFzy7fXyBdxtA8q1y2yIxc%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,Tiktok; Young man who thinks it's a shame not having a car at 35.xlsx,text,Lakini comment section mko na story za jaba stereotypes just to please your misery,lakini comment section mko na story za jaba stereotypes just to please your misery,v2,14,True,False,True,False,False,False,False,False,False,True,substantive_v2_len
