Content ID,Human_Q1,LLM_Q1,Exact_Q1,Human_Q1A,LLM_Q1A,Exact_Q1A,Jaccard_Q1A,Human_Q2,LLM_Q2,Exact_Q2,Jaccard_Q2,Human_Q3,LLM_Q3,Exact_Q3,Human_Q4,LLM_Q4,Exact_Q4,Human_Q5,LLM_Q5,Exact_Q5,Human_Q6,LLM_Q6,Exact_Q6,Human_Q7,LLM_Q7,Exact_Q7,Jaccard_Q7,Human_Q8,LLM_Q8,Exact_Q8,Jaccard_Q8,Human_Q9,LLM_Q9,Exact_Q9,Jaccard_Q9,Human_Q10,LLM_Q10,Exact_Q10,Jaccard_Q10,Human_Q11,LLM_Q11,Exact_Q11,Jaccard_Q11,Human_Q12,LLM_Q12,Exact_Q12,Human_Q13,LLM_Q13,Exact_Q13,Human_Q14,LLM_Q14,Exact_Q14,Human_Q15,LLM_Q15,Exact_Q15,Human_Q16,LLM_Q16,Exact_Q16,Human_Q17,LLM_Q17,Exact_Q17,Human_Q18,LLM_Q18,Exact_Q18,Human_Q18A,LLM_Q18A,Exact_Q18A,Jaccard_Q18A
KIBE-020,No,Yes,0,,Shares something surprising,0,0.000000,Gender issues,"Family/children; Gender issues, e.g. equality",0,0.000000,Commentary Content,Interview/conversational content,0,"Yes, explicitly","Yes, explicitly",1,More regressive,More regressive/traditional/restrictive,0,NO,Unclear,0,,Mixed/unclear,0,0.000000,Women / Women's Behavior,Men’s behavior; Women/feminism,0,0.000000,No clear solution,No clear solution,1,1.000000,Debate / Argument,Commentary/opinion; Debate/argument; Personal story,0,0.000000,None of these apply,Connection/social interaction; Entertainment/escapism; Information seeking; Self expression/identity construction,0,0.000000,Generalizations about women,Mixed,0,No Justification,"Anecdotal examples, Presented as common sense",0,Mixed,Mixed,1,Negative,Negative,1,Unclear,Mixed,0,No,No,1,NO,NO,1,,,,
KIBE-021,No,No,1,,,,,Dating / Marriage,"Dating/marriage; Family/children; Fitness/self-improvement; Gender issues, e.g. equality; Social issues, e.g. corruption",0,0.000000,Commentary Content,Interview/conversational content,0,"Yes, explicitly","Yes, explicitly",1,More regressive,More regressive/traditional/restrictive,0,NO,Yes,0,,Men need to improve themselves; Men need to provide/succeed,0,0.000000,Women / Women's Behavior,Kenyan or Nigerian political/social problems; Men’s behavior; Women/feminism,0,0.000000,No clear solution,More self-discipline/fitness; Social or political change,0,0.000000,Debate / Argument,Advice/instruction; Commentary/opinion; Debate/argument; Personal story,0,0.000000,None of these apply,Connection/social interaction; Entertainment/escapism; Information seeking; Self expression/identity construction,0,0.000000,Generalizations about women,Mixed,0,No Justification,Anecdotal examples,0,Mixed,Mixed,1,Negative,Negative,1,Positive,Positive,1,No,No,1,NO,NO,1,,,,
KIBE-024,Yes,No,0,Shares something surprising,,0,0.000000,"Family/children; Gender issues, e.g. equality; Social issues, e.g. corruption","Family/children; Gender issues, e.g. equality; Religion/morality",0,0.500000,Commentary/reaction content,Interview/conversational content,0,"Yes, explicitly","Yes, explicitly",1,More regressive/traditional/restrictive,More regressive/traditional/restrictive,1,Yes,Yes,1,Men need to dominate/lead; Men need to provide/succeed,Men need to dominate/lead,0,0.500000,Global political/social/cultural problems; Kenyan or Nigerian political/social problems; Men’s behavior; Western political/social influence; Women/feminism,No clear problem is identified,0,0.000000,Assert dominance/control,No clear solution,0,0.000000,Advice/instruction; Commentary/opinion,Advice/instruction; Commentary/opinion; Personal story,0,0.666667,Connection/social interaction; Self expression/identity construction,Connection/social interaction; Entertainment/escapism; Information seeking,0,0.250000,"Generalizations about men/women, Cultural/social observations",Mixed,0,Presented as common sense,"Anecdotal examples, References religion/tradition",0,Not mentioned,Mixed,0,Negative,Negative,1,Positive,Neutral,0,No,Yes,0,Yes,NO,0,Calls for men to follow more traditional gender norms,,0,0.000000
KIBE-025,No,No,1,,,,,Family/children,"Family/children; Gender issues, e.g. equality; Money/status",0,0.333333,Commentary/reaction content,Interview/conversational content,0,"Yes, implicitly","Yes, explicitly",0,Mixed/unclear,More regressive/traditional/restrictive,0,NO,Yes,0,Not applicable,Men need to provide/succeed,0,0.000000,Other; Women/feminism,Economic/status pressure; Men’s behavior; Women/feminism,0,0.250000,No clear solution,No clear solution,1,1.000000,Commentary/opinion,Commentary/opinion; Debate/argument,0,0.500000,Entertainment/escapism; Self expression/identity construction,Connection/social interaction; Entertainment/escapism; Information seeking; Self expression/identity construction; Status seeking,0,0.400000,Generalizations about men/women,Stories about men/women,0,Presented as common sense,Presented as common sense,1,Neutral,Mixed,0,Negative,Negative,1,Not mentioned,Positive,0,Yes,No,0,NO,NO,1,,,,
KIBE-026,Yes,Yes,1,Other,Compelling question; Shares something surprising,0,0.000000,Gender issues,"Gender issues, e.g. equality; Money/status",0,0.000000,Interview/conversational content,Interview/conversational content,1,"Yes, explicitly","Yes, explicitly",1,More regressive/traditional/restrictive,More regressive/traditional/restrictive,1,NO,Yes,0,Not applicable,Men need to provide/succeed,0,0.000000,Women/feminism,Economic/status pressure; Men’s behavior; Women/feminism,0,0.333333,Social or political change,No clear solution,0,0.000000,Commentary/opinion,Commentary/opinion; Debate/argument; Personal story,0,0.333333,Information seeking,Entertainment/escapism; Information seeking; Self expression/identity construction; Status seeking,0,0.250000,Generalizations about men/women,Mixed,0,Presented as common sense,"Anecdotal examples, Presented as common sense, References data",0,Neutral,Mixed,0,Negative,Negative,1,Positive,Neutral,0,Yes,No,0,NO,NO,1,,,,
KIBE-027,Yes,Yes,1,Other,Compelling question,0,0.000000,Gender issues,"Family/children; Fitness/self-improvement; Gender issues, e.g. equality",0,0.000000,Commentary/reaction content,Interview/conversational content,0,"Yes, explicitly","Yes, explicitly",1,More regressive/traditional/restrictive,More regressive/traditional/restrictive,1,Yes,Unclear,0,Men need to dominate/lead,Mixed/unclear,0,0.000000,No clear problem is identified,No clear problem is identified,1,1.000000,No clear solution,More self-discipline/fitness,0,0.000000,Commentary/opinion,Commentary/opinion; Debate/argument; Personal story,0,0.333333,Entertainment/escapism; Self expression/identity construction,Entertainment/escapism; Information seeking,0,0.333333,Generalizations about men/women,Mixed,0,Presented as common sense,Presented as common sense,1,Positive,Mixed,0,Negative,Negative,1,Positive,Neutral,0,No,No,1,NO,NO,1,,,,
KIBE-028,No,Yes,0,,Compelling question,0,0.000000,Dating/marriage; Religion/morality,"Gender issues, e.g. equality; Mental health; Religion/morality",0,0.250000,"Interview/conversational content, Commentary/reaction content",Interview/conversational content,0,"Yes, explicitly","Yes, explicitly",1,More regressive/traditional/restrictive,More regressive/traditional/restrictive,1,Yes,Unclear,0,Men are disadvantaged/victims; Men need to dominate/lead,Mixed/unclear,0,0.000000,Men’s behavior; Other; Women/feminism,Mental health/emotional struggle,0,0.000000,Assert dominance/control,No clear solution,0,0.000000,Commentary/opinion; Debate/argument,Commentary/opinion; Debate/argument; Personal story,0,0.666667,Entertainment/escapism; Self expression/identity construction; Status seeking,Connection/social interaction; Entertainment/escapism,0,0.250000,"Moral/religious claims, Generalizations about men/women",Mixed,0,"References religion/tradition, Presented as common sense","Anecdotal examples, References religion/tradition",0,Mixed,Mixed,1,Negative,Negative,1,Positive,Neutral,0,No,Yes,0,NO,NO,1,,,,
KIBE-029,No,Yes,0,,Compelling question,0,0.000000,Dating / Marriage,Dating/marriage; Family/children; Money/status,0,0.000000,Commentary Content,Interview/conversational content,0,"Yes, explicitly","Yes, explicitly",1,More regressive,More regressive/traditional/restrictive,0,NO,Yes,0,,Men need to provide/succeed,0,0.000000,Women / Women's Behavior,Economic/status pressure; Women/feminism,0,0.000000,No clear solution,More wealth/status,0,0.000000,Debate / Argument,Advice/instruction; Commentary/opinion; Debate/argument; Personal story,0,0.000000,None of these apply,Connection/social interaction; Entertainment/escapism; Information seeking; Status seeking,0,0.000000,Generalizations about women,Personal experience,0,No Justification,No Justification,1,Mixed,Mixed,1,Negative,Not mentioned,0,Positive,Mixed,0,No,No,1,NO,NO,1,,,,
KIBE-031,No,No,1,,,,,Gender issues,Family/children,0,0.000000,Commentary/reaction content,Interview/conversational content,0,"Yes, explicitly","Yes, explicitly",1,More regressive/traditional/restrictive,More regressive/traditional/restrictive,1,Yes,Unclear,0,Men need to dominate/lead,Mixed/unclear,0,0.000000,Other,Men’s behavior; Women/feminism,0,0.000000,No clear solution,More equality/respect for women,0,0.000000,Commentary/opinion,Commentary/opinion; Debate/argument,0,0.500000,Entertainment/escapism; Self expression/identity construction,Connection/social interaction; Entertainment/escapism; Information seeking,0,0.250000,Generalizations about men/women,Stories about men/women,0,Presented as common sense,No Justification,0,Neutral,Negative,0,Negative,Negative,1,Positive,Positive,1,No,No,1,NO,NO,1,,,,
KIBE-034,No,Yes,0,,Compelling question,0,0.000000,Dating/marriage,"Dating/marriage; Family/children; Gender issues, e.g. equality",0,0.333333,"Commentary/reaction content, interview/conversational content",Interview/conversational content,0,"Yes, explicitly","Yes, explicitly",1,More regressive/traditional/restrictive,More regressive/traditional/restrictive,1,Yes,Unclear,0,Other,Mixed/unclear,0,0.000000,No clear problem is identified; Other,Women/feminism,0,0.000000,More equality/respect for men,Building community,0,0.000000,Commentary/opinion,Commentary/opinion; Debate/argument; Personal story,0,0.333333,Entertainment/escapism; Self expression/identity construction,Connection/social interaction; Entertainment/escapism; Information seeking,0,0.250000,Generalizations about men/women,Mixed,0,Presented as common sense,"Anecdotal examples, Presented as common sense",0,Neutral,Mixed,0,Unclear,Negative,0,Positive,Positive,1,No,No,1,NO,NO,1,,,,
KIBE-035,No,Yes,0,,Shares something sexual; Shares something surprising,0,0.000000,Dating / Marriage,"Family/children; Gender issues, e.g. equality",0,0.000000,Commentary Content,Interview/conversational content,0,"Yes, explicitly","Yes, explicitly",1,More regressive,More regressive/traditional/restrictive,0,NO,Unclear,0,,Mixed/unclear,0,0.000000,Women / Women's Behavior,Men’s behavior; Women/feminism,0,0.000000,No clear solution,No clear solution,1,1.000000,Debate / Argument,Advice/instruction; Commentary/opinion,0,0.000000,None of these apply,Entertainment/escapism; Information seeking; Self expression/identity construction,0,0.000000,Generalizations about women,Mixed,0,No Justification,Presented as common sense,0,Mixed,Mixed,1,Negative,Negative,1,Positive,Neutral,0,No,Somewhat,0,NO,NO,1,,,,
KIBE-036,No,Yes,0,,Shares something sexual,0,0.000000,Dating/marriage,"Dating/marriage; Gender issues, e.g. equality; Religion/morality",0,0.333333,Interview/conversational content,Interview/conversational content,1,No,"Yes, explicitly",0,Does not address masculinity or gender norms,More regressive/traditional/restrictive,0,Not applicable,Unclear,0,Not applicable,Mixed/unclear,0,0.000000,Men’s behavior,No clear problem is identified,0,0.000000,No clear solution,No clear solution,1,1.000000,Commentary/opinion; Personal story,Debate/argument; Personal story,0,0.333333,Information seeking,Connection/social interaction; Entertainment/escapism; Information seeking,0,0.333333,"Personal experience, Generalizations about men/women",Mixed,0,Presented as common sense,"Anecdotal examples, References religion/tradition",0,Unclear,Mixed,0,Not mentioned,Not mentioned,1,Not mentioned,Mixed,0,No,No,1,NO,NO,1,,,,
KIBE-037,Yes,Yes,1,Other,Compelling question,0,0.000000,Dating/marriage; Friends/socializing,"Gender issues, e.g. equality",0,0.000000,Interview/conversational content,Interview/conversational content,1,"Yes, explicitly","Yes, explicitly",1,More regressive/traditional/restrictive,More regressive/traditional/restrictive,1,Yes,Yes,1,Other,Men need to improve themselves,0,0.000000,Women/feminism,No clear problem is identified,0,0.000000,Assert dominance/control,More self-discipline/fitness,0,0.000000,Commentary/opinion,Commentary/opinion; Debate/argument; Personal story,0,0.333333,Self expression/identity construction,Connection/social interaction; Entertainment/escapism; Information seeking; Self expression/identity construction,0,0.250000,"Personal experience, Generalizations about men/women",Personal experience,0,Presented as common sense,No Justification,0,Mixed,Mixed,1,Negative,Negative,1,Unclear,Neutral,0,No,No,1,NO,NO,1,,,,
KIBE-048,Yes,No,0,Shares something sexual; Shares something surprising,,0,0.000000,Dating/marriage; Money/status,"Family/children; Gender issues, e.g. equality; Money/status",0,0.250000,"Interview/conversational content, Commentary/reaction content",Interview/conversational content,0,"Yes, explicitly","Yes, explicitly",1,More regressive/traditional/restrictive,More regressive/traditional/restrictive,1,Yes,Unclear,0,Men need to provide/succeed; Mixed/unclear,Mixed/unclear,0,0.500000,Other; Women/feminism,Economic/status pressure; Kenyan or Nigerian political/social problems,0,0.000000,No clear solution,Social or political change,0,0.000000,Commentary/opinion; Debate/argument,Commentary/opinion,0,0.500000,Entertainment/escapism; Self expression/identity construction; Status seeking,Entertainment/escapism; Information seeking,0,0.250000,"Generalizations about men/women, Cultural/social observations",Stories about men/women,0,"No justification, Presented as common sense",Anecdotal examples,0,Mixed,Mixed,1,Negative,Negative,1,Positive,Neutral,0,No,No,1,NO,NO,1,,,,
KIBE-049,Yes,Yes,1,Shares something surprising,Compelling question,0,0.000000,"Dating/marriage; Gender issues, e.g. equality","Gender issues, e.g. equality; Social issues, e.g. corruption",0,0.333333,Commentary/reaction content,Interview/conversational content,0,"Yes, implicitly","Yes, explicitly",0,More regressive/traditional/restrictive,More regressive/traditional/restrictive,1,Yes,Unclear,0,Men are disadvantaged/victims; Men need to be fully self-reliant; Men need to dominate/lead,Mixed/unclear,0,0.000000,Men’s behavior; Women/feminism,Kenyan or Nigerian political/social problems,0,0.000000,Assert dominance/control,Social or political change,0,0.000000,Advice/instruction; Commentary/opinion,Advice/instruction; Commentary/opinion; Debate/argument; Personal story,0,0.500000,Connection/social interaction; Information seeking,Connection/social interaction; Entertainment/escapism; Information seeking,0,0.666667,"Generalizations about men/women, Cultural/social observations",Personal experience,0,Presented as common sense,Anecdotal examples,0,Neutral,Mixed,0,Negative,Negative,1,Positive,Neutral,0,Somewhat,No,0,Yes,Yes,1,Calls for men to follow more traditional gender norms,Calls for politicians or social figures to do something,0,0.000000
KIBE-050,Yes,No,0,Shares something surprising,,0,0.000000,"Gender issues, e.g. equality","Gender issues, e.g. equality; Money/status",0,0.500000,Commentary/reaction content,Interview/conversational content,0,"Yes, explicitly","Yes, explicitly",1,More regressive/traditional/restrictive,More regressive/traditional/restrictive,1,Yes,Yes,1,Other,Men need to provide/succeed,0,0.000000,Men’s behavior; Women/feminism,Economic/status pressure; Women/feminism,0,0.333333,Assert dominance/control,No clear solution,0,0.000000,Advice/instruction; Commentary/opinion,Advice/instruction; Debate/argument,0,0.333333,Connection/social interaction,Entertainment/escapism; Status seeking,0,0.000000,No support,Generalizations about men/women,0,Presented as common sense,No Justification,0,Not mentioned,Mixed,0,Negative,Negative,1,Positive,Neutral,0,No,Somewhat,0,Yes,NO,0,Calls for men to follow more traditional gender norms,,0,0.000000
KIBE-051,Yes,Yes,1,Compelling question; Humor or sarcasm; Shares something surprising,Compelling question,0,0.333333,"Dating/marriage; Gender issues, e.g. equality","Gender issues, e.g. equality; Religion/morality",0,0.333333,Commentary/reaction content,Interview/conversational content,0,"Yes, implicitly","Yes, explicitly",0,More regressive/traditional/restrictive,More regressive/traditional/restrictive,1,NO,Unclear,0,,Mixed/unclear,0,0.000000,Women/feminism,No clear problem is identified,0,0.000000,No clear solution,No clear solution,1,1.000000,Advice/instruction; Commentary/opinion; Humor/satire,Debate/argument; Personal story,0,0.000000,Connection/social interaction,Entertainment/escapism,0,0.000000,Generalizations about men/women,Mixed,0,Presented as common sense,"Anecdotal examples, References religion/tradition",0,Mixed,Mixed,1,Negative,Negative,1,Positive,Neutral,0,Somewhat,No,0,NO,NO,1,,,,
KIBE-052,Yes,Yes,1,Shares something sexual,Shares something sexual,1,1.000000,Dating/marriage,"Dating/marriage; Gender issues, e.g. equality",0,0.500000,Interview/conversational content,Interview/conversational content,1,"Yes, explicitly","Yes, explicitly",1,More regressive/traditional/restrictive,More regressive/traditional/restrictive,1,Yes,Yes,1,Men need to dominate/ead,Men need to dominate/lead,0,0.000000,Women/feminism,Men’s behavior,0,0.000000,Assert dominance/control,No clear solution,0,0.000000,Commentary/opinion,Humor/satire; Personal story,0,0.000000,Information seeking,Connection/social interaction; Entertainment/escapism,0,0.000000,Generalizations about men/women,Mixed,0,Presented as common sense,Anecdotal examples,0,Neutral,Mixed,0,Neutral,Mixed,0,Unclear,Neutral,0,No,No,1,Other,NO,0,Dominate more,,0,0.000000
KIBE-053,Yes,Yes,1,Humor or sarcasm,Compelling question; Shares something sexual; Shares something surprising,0,0.000000,Dating/marriage,"Gender issues, e.g. equality",0,0.000000,Interview/conversational content,Interview/conversational content,1,No,"Yes, explicitly",0,Does not address masculinity or gender norms,More regressive/traditional/restrictive,0,Not applicable,Unclear,0,Not applicable,Mixed/unclear,0,0.000000,Women/feminism,Men’s behavior; Women/feminism,0,0.500000,No clear solution,No clear solution,1,1.000000,Personal story,Commentary/opinion; Debate/argument; Personal story,0,0.333333,Connection/social interaction,Entertainment/escapism; Information seeking; Self expression/identity construction,0,0.000000,Generalizations about men/women,Mixed,0,Presented as common sense,"Anecdotal examples, Presented as common sense",0,Not mentioned,Mixed,0,Negative,Negative,1,Positive,Neutral,0,No,No,1,NO,Yes,0,,Calls for audience to like the content,0,0.000000
KIBE-054,Yes,Yes,1,Shares something surprising,Compelling question; Shares something sexual; Shares something surprising; Use of all CAPS,0,0.250000,"Gender issues, e.g. equality; Money/status","Gender issues, e.g. equality; Money/status",1,1.000000,Commentary/reaction content,Interview/conversational content,0,"Yes, implicitly","Yes, explicitly",0,More regressive/traditional/restrictive,More regressive/traditional/restrictive,1,Yes,Yes,1,Men are disadvantaged/victims,Men need to provide/succeed,0,0.000000,Economic/status pressure; Men’s behavior; Women/feminism,Economic/status pressure; Men’s behavior; Women/feminism,1,1.000000,No clear solution,More wealth/status,0,0.000000,Advice/instruction; Commentary/opinion,Advice/instruction; Commentary/opinion; Debate/argument,0,0.666667,Connection/social interaction; Information seeking,Connection/social interaction; Entertainment/escapism; Information seeking; Self expression/identity construction,0,0.500000,"Generalizations about men/women, Cultural/social observations",Generalizations about men/women,0,Presented as common sense,Presented as common sense,1,Neutral,Mixed,0,Negative,Negative,1,Unclear,Neutral,0,No,No,1,NO,NO,1,,,,
KIBE-055,No,No,1,,,,,Dating/marriage,"Gender issues, e.g. equality",0,0.000000,Interview/conversational content,Interview/conversational content,1,No,"Yes, explicitly",0,Does not address masculinity or gender norms,More regressive/traditional/restrictive,0,Not applicable,Yes,0,Not applicable,Men need to not show emotions,0,0.000000,Women/feminism,No clear problem is identified,0,0.000000,No clear solution,No clear solution,1,1.000000,Commentary/opinion,Advice/instruction,0,0.000000,Information seeking,Entertainment/escapism,0,0.000000,Generalizations about men/women,No support,0,No Justification,No Justification,1,Not mentioned,Mixed,0,Negative,Negative,1,Not mentioned,Neutral,0,No,No,1,NO,NO,1,,,,
KIBE-056,No,No,1,,,,,Dating / Marriage,"Dating/marriage; Gender issues, e.g. equality; Money/status",0,0.000000,Commentary Content,Interview/conversational content,0,"Yes, explicitly","Yes, explicitly",1,More regressive,More regressive/traditional/restrictive,0,NO,Yes,0,,Men need to dominate/lead; Men need to provide/succeed,0,0.000000,Women / Women's Behavior,Economic/status pressure; Women/feminism,0,0.000000,No clear solution,More wealth/status,0,0.000000,Debate / Argument,Commentary/opinion; Personal story,0,0.000000,None of these apply,Connection/social interaction; Entertainment/escapism; Information seeking,0,0.000000,Generalizations about women,Mixed,0,No Justification,Anecdotal examples,0,Mixed,Mixed,1,Negative,Negative,1,Positive,Mixed,0,No,No,1,NO,NO,1,,,,
KIBE-058,No,No,1,,,,,Dating/marriage; Religion/morality,"Dating/marriage; Gender issues, e.g. equality; Religion/morality",0,0.666667,Interview/conversational content,Interview/conversational content,1,"Yes, implicitly","Yes, explicitly",0,More regressive/traditional/restrictive,More regressive/traditional/restrictive,1,NO,Unclear,0,Not applicable,Mixed/unclear,0,0.000000,Women/feminism,Men’s behavior; Women/feminism,0,0.500000,No clear solution,No clear solution,1,1.000000,Commentary/opinion; Personal story,Advice/instruction; Commentary/opinion; Debate/argument; Personal story,0,0.500000,Connection/social interaction,Connection/social interaction; Entertainment/escapism; Self expression/identity construction,0,0.333333,Personal experience,Mixed,0,References religion/tradition,"Anecdotal examples, Presented as common sense, References religion/tradition",0,Not mentioned,Mixed,0,Unclear,Negative,0,Not mentioned,Neutral,0,No,No,1,NO,NO,1,,,,
KIBE-061,Yes,Yes,1,Humor or sarcasm,Shares something sexual,0,0.000000,Gender issues; social issues,"Gender issues, e.g. equality",0,0.000000,Commentary/reaction content,Interview/conversational content,0,"Yes, implicitly","Yes, explicitly",0,More regressive/traditional/restrictive,More regressive/traditional/restrictive,1,NO,Unclear,0,Not applicable,Mixed/unclear,0,0.000000,Women/feminism,No clear problem is identified,0,0.000000,No clear solution,No clear solution,1,1.000000,Commentary/opinion,Advice/instruction; Debate/argument; Personal story,0,0.000000,Information seeking,Entertainment/escapism,0,0.000000,Generalizations about men/women,Personal experience,0,Presented as common sense,Anecdotal examples,0,Neutral,Mixed,0,Negative,Negative,1,Positive,Neutral,0,No,No,1,NO,NO,1,,,,
KIBE-063,Yes,Yes,1,Shares something sexual,Compelling question; Shares something sexual,0,0.500000,Dating/marriage; Family/children; Religion/morality,Family/children,0,0.333333,"Interview/conversational content, Commentary/reaction content",Interview/conversational content,0,"Yes, explicitly","Yes, explicitly",1,More regressive/traditional/restrictive,More regressive/traditional/restrictive,1,Yes,Unclear,0,Men need to be fully self-reliant; Men need to dominate/lead; Other,Mixed/unclear,0,0.000000,Men’s behavior,Men’s behavior,1,1.000000,Assert dominance/control,No clear solution,0,0.000000,Commentary/opinion; Debate/argument,Commentary/opinion; Debate/argument; Personal story,0,0.666667,Entertainment/escapism; Self expression/identity construction; Status seeking,Entertainment/escapism; Information seeking; Self expression/identity construction,0,0.500000,"Generalizations about men/women, moral/religious claims",Mixed,0,"No justification, Presented as common sense",Anecdotal examples,0,Mixed,Mixed,1,Negative,Not mentioned,0,Positive,Mixed,0,No,No,1,NO,NO,1,,,,
KIBE-064,No,No,1,,,,,Gender issues,"Dating/marriage; Family/children; Gender issues, e.g. equality",0,0.000000,Commentary/reaction content,Interview/conversational content,0,"Yes, implicitly","Yes, explicitly",0,Mixed/unclear,More regressive/traditional/restrictive,0,NO,Unclear,0,Not applicable,Mixed/unclear,0,0.000000,No clear problem is identified,Men’s behavior; Women/feminism,0,0.000000,No clear solution,No clear solution,1,1.000000,Personal story,Commentary/opinion; Debate/argument; Personal story,0,0.333333,Information seeking,Connection/social interaction; Documentation of events; Entertainment/escapism; Information seeking,0,0.250000,Personal experience,Mixed,0,Anecdotal examples,"Anecdotal examples, Presented as common sense",0,Unclear,Negative,0,Unclear,Negative,0,Unclear,Positive,0,No,No,1,NO,NO,1,,,,
KIBE-067,No,Yes,0,,Shares something surprising,0,0.000000,"Family/children; Gender issues, e.g. equality","Family/children; Gender issues, e.g. equality",1,1.000000,Interview/conversational content,Interview/conversational content,1,"Yes, explicitly","Yes, explicitly",1,More regressive/traditional/restrictive,More regressive/traditional/restrictive,1,Yes,Unclear,0,Men need to dominate/lead,Mixed/unclear,0,0.000000,Women/feminism,Men’s behavior; Women/feminism,0,0.500000,Assert dominance/control,No clear solution,0,0.000000,Advice/instruction; Commentary/opinion,Commentary/opinion; Debate/argument; Personal story,0,0.250000,Information seeking,Connection/social interaction; Entertainment/escapism; Information seeking; Self expression/identity construction,0,0.250000,Generalizations about men/women,Mixed,0,Presented as common sense,"Anecdotal examples, Presented as common sense",0,Positive,Mixed,0,Negative,Negative,1,Positive,Mixed,0,No,No,1,NO,NO,1,,,,
KIBE-069,Yes,No,0,Shares something surprising,,0,0.000000,Dating/marriage; Family/children,"Gender issues, e.g. equality; Religion/morality",0,0.000000,Interview/conversational content,Interview/conversational content,1,"Yes, explicitly","Yes, explicitly",1,More regressive/traditional/restrictive,More regressive/traditional/restrictive,1,Yes,Yes,1,Men need to dominate/lead,Men need to dominate/lead,1,1.000000,Kenyan or Nigerian political/social problems; Women/feminism,No clear problem is identified,0,0.000000,No clear solution,No clear solution,1,1.000000,Commentary/opinion; Debate/argument,Advice/instruction; Commentary/opinion; Personal story,0,0.250000,Information seeking; Self expression/identity construction,Connection/social interaction; Entertainment/escapism; Information seeking,0,0.250000,Generalizations about men/women,Mixed,0,No Justification,"Anecdotal examples, References religion/tradition",0,Not mentioned,Mixed,0,Negative,Negative,1,Positive,Neutral,0,No,No,1,Yes,NO,0,,,,
KIBE-071,Yes,No,0,Shares something surprising,,0,0.000000,"Family/children; Gender issues, e.g. equality","Family/children; Gender issues, e.g. equality",1,1.000000,Commentary/reaction content,Interview/conversational content,0,"Yes, implicitly","Yes, explicitly",0,More regressive/traditional/restrictive,More regressive/traditional/restrictive,1,Yes,Yes,1,Men are disadvantaged/victims; Men need to dominate/lead,Men need to provide/succeed,0,0.000000,Men’s behavior; Women/feminism,Men’s behavior; Women/feminism,1,1.000000,No clear solution,No clear solution,1,1.000000,Advice/instruction; Commentary/opinion,Commentary/opinion,0,0.500000,Connection/social interaction; Information seeking,Connection/social interaction; Entertainment/escapism; Information seeking; Self expression/identity construction,0,0.500000,Generalizations about men/women,Stories about men/women,0,Presented as common sense,Presented as common sense,1,Neutral,Mixed,0,Negative,Negative,1,Positive,Positive,1,No,No,1,NO,NO,1,,,,
KIBE-077,No,No,1,,,,,Dating/marriage,"Family/children; Friends/socializing; Gender issues, e.g. equality; Social issues, e.g. corruption",0,0.000000,Commentary/reaction content,Interview/conversational content,0,"Yes, implicitly","Yes, explicitly",0,Mixed/unclear,More regressive/traditional/restrictive,0,NO,Yes,0,Not applicable,Men need to provide/succeed,0,0.000000,Global political/social/cultural problems,Kenyan or Nigerian political/social problems,0,0.000000,More equality/respect for men,Building community,0,0.000000,Commentary/opinion,Personal story,0,0.000000,Information seeking,Connection/social interaction; Entertainment/escapism,0,0.000000,Mixed,Personal experience,0,Presented as common sense,No Justification,0,Positive,Mixed,0,Negative,Negative,1,Unclear,Neutral,0,No,No,1,NO,NO,1,,,,
KIBE-079,Yes,No,0,Other; Shares something surprising,,0,0.000000,Dating/marriage,"Dating/marriage; Gender issues, e.g. equality; Money/status; Social issues, e.g. corruption",0,0.250000,"Commentary/reaction content, interview/conversational content",Interview/conversational content,0,"Yes, explicitly","Yes, explicitly",1,More regressive/traditional/restrictive,More regressive/traditional/restrictive,1,NO,Yes,0,,Men need to provide/succeed,0,0.000000,Other; Women/feminism,Economic/status pressure; Kenyan or Nigerian political/social problems; Women/feminism,0,0.250000,More equality/respect for men,More wealth/status; Social or political change,0,0.000000,Commentary/opinion,Commentary/opinion; Personal story,0,0.500000,Entertainment/escapism; Self expression/identity construction,Connection/social interaction; Entertainment/escapism,0,0.333333,Generalizations about men/women,Mixed,0,Presented as common sense,Presented as common sense,1,Neutral,Mixed,0,Negative,Negative,1,Positive,Mixed,0,Yes,No,0,NO,NO,1,,,,
KIBE-080,No,Yes,0,,Shares something sexual,0,0.000000,Dating/marriage; Family/children; Religion/morality,Family/children,0,0.333333,"Interview/conversational content, Commentary/reaction content",Interview/conversational content,0,"Yes, explicitly","Yes, implicitly",0,More regressive/traditional/restrictive,More regressive/traditional/restrictive,1,Yes,Unclear,0,Men need to dominate/lead; Men need to provide/succeed; Other,Mixed/unclear,0,0.000000,Men’s behavior; Other,No clear problem is identified,0,0.000000,Assert dominance/control; Other,No clear solution,0,0.000000,Advice/instruction; Commentary/opinion,Commentary/opinion; Debate/argument; Personal story,0,0.250000,Entertainment/escapism; Self expression/identity construction; Status seeking,Connection/social interaction; Entertainment/escapism; Information seeking,0,0.200000,"Generalizations about men/women, Moral/religious claims, Cultural/social observations",Personal experience,0,"References religion/tradition, Presented as common sense",No Justification,0,Mixed,Mixed,1,Negative,Not mentioned,0,Positive,Neutral,0,No,No,1,Yes,NO,0,Calls for men to follow more traditional gender norms; Other,,0,0.000000
