Question ID,Type,Metric,Main score,Percent/exact agreement,Jaccard,Alpha,Valid rows,Candidate file
Q8,Multi-select,Jaccard,0.337917,0.150000,0.337917,,200,/Users/dhruvbhanderi/Documents/USC/New Research Engineer/LLM Coding/redo/Final%20LLM%20Coding%20Content%20Analysis%20-%20Kenya_completed.csv
Q8,Multi-select,Jaccard,0.329000,0.120000,0.329000,,200,/Users/dhruvbhanderi/Documents/USC/New Research Engineer/LLM Coding/Final LLM Coding Content Analysis - Kenya_FILLED.csv
Q8,Multi-select,Jaccard,0.285167,0.180000,0.285167,,200,/Users/dhruvbhanderi/Documents/USC/New Research Engineer/LLM Coding/redo/Final LLM Coding Content Analysis - Kenya_completed (1).csv
Q8,Multi-select,Jaccard,0.258333,0.185000,0.258333,,200,/Users/dhruvbhanderi/Documents/USC/New Research Engineer/LLM Coding/LLM Coding Content Analysis - LLM Kenya.csv
Q8,Multi-select,Jaccard,0.234917,0.115000,0.234917,,200,/Users/dhruvbhanderi/Documents/USC/New Research Engineer/LLM Coding/redo/Final LLM Coding Content Analysis - Kenya_COMPLETED (2).csv
Q8,Multi-select,Jaccard,0.225917,0.090000,0.225917,,200,/Users/dhruvbhanderi/Documents/USC/New Research Engineer/LLM Coding/redo/Final LLM Coding Content Analysis - Kenya_completed.csv
Q8,Multi-select,Jaccard,0.225917,0.090000,0.225917,,200,/Users/dhruvbhanderi/Documents/USC/New Research Engineer/LLM Coding/redo/LLM Coding Content Analysis - LLM Kenya.csv
Q8,Multi-select,Jaccard,0.201005,0.201005,0.201005,,199,/Users/dhruvbhanderi/Documents/USC/New Research Engineer/LLM Coding/LLM_Coding_Content_Analysis_Kenya_unique_200_by_Content_ID.csv
Q8,Multi-select,Jaccard,0.150754,0.150754,0.150754,,199,/Users/dhruvbhanderi/Documents/USC/New Research Engineer/LLM Coding/LLM Coding Content Analysis - Kenya.csv
Q8,Multi-select,Jaccard,0.000000,0.000000,0.000000,,199,/Users/dhruvbhanderi/Documents/Gates cursor/llm_coding/documents/Final LLM Coding Content Analysis - Kenya.csv
Q8,Multi-select,Jaccard,0.000000,0.000000,0.000000,,199,/Users/dhruvbhanderi/Documents/USC/New Research Engineer/LLM Coding/Final LLM Coding Content Analysis - Kenya.csv
Q9,Multi-select,Jaccard,1.000000,1.000000,1.000000,,200,/Users/dhruvbhanderi/Documents/reserach/Final LLM Coding Content Analysis - Kenya.csv
Q9,Multi-select,Jaccard,0.631667,0.570000,0.631667,,200,/Users/dhruvbhanderi/Documents/USC/New Research Engineer/LLM Coding/LLM Coding Content Analysis - LLM Kenya.csv
Q9,Multi-select,Jaccard,0.540000,0.485000,0.540000,,200,/Users/dhruvbhanderi/Documents/USC/New Research Engineer/LLM Coding/Final_LLM_Coding_Content_Analysis_-_Kenya_Coded - Final_LLM_Coding_Content_Analysis_-_Kenya_Coded.csv
Q9,Multi-select,Jaccard,0.403500,0.345000,0.403500,,200,/Users/dhruvbhanderi/Documents/USC/New Research Engineer/LLM Coding/redo/Final%20LLM%20Coding%20Content%20Analysis%20-%20Kenya_completed.csv
Q9,Multi-select,Jaccard,0.392083,0.325000,0.392083,,200,/Users/dhruvbhanderi/Documents/USC/New Research Engineer/LLM Coding/redo/Final LLM Coding Content Analysis - Kenya_completed.csv
Q9,Multi-select,Jaccard,0.392083,0.325000,0.392083,,200,/Users/dhruvbhanderi/Documents/USC/New Research Engineer/LLM Coding/redo/LLM Coding Content Analysis - LLM Kenya.csv
Q9,Multi-select,Jaccard,0.387500,0.360000,0.387500,,200,/Users/dhruvbhanderi/Documents/USC/New Research Engineer/LLM Coding/redo/Final LLM Coding Content Analysis - Kenya_completed (1).csv
Q9,Multi-select,Jaccard,0.381250,0.335000,0.381250,,200,/Users/dhruvbhanderi/Documents/USC/New Research Engineer/LLM Coding/redo/Final LLM Coding Content Analysis - Kenya_COMPLETED (2).csv
Q9,Multi-select,Jaccard,0.357500,0.275000,0.357500,,200,/Users/dhruvbhanderi/Documents/USC/New Research Engineer/LLM Coding/redo/Final LLM Coding Content Analysis - Kenya_completed (3).csv
Q9,Multi-select,Jaccard,0.345833,0.295000,0.345833,,200,/Users/dhruvbhanderi/Documents/USC/New Research Engineer/LLM Coding/Final LLM Coding Content Analysis - Kenya_FILLED.csv
Q9,Multi-select,Jaccard,0.288333,0.225000,0.288333,,200,/Users/dhruvbhanderi/Documents/Gates cursor/llm_coding/outputs/Final_LLM_Coding_Kenya_coded.csv
Q9,Multi-select,Jaccard,0.200000,0.200000,0.200000,,200,/Users/dhruvbhanderi/Documents/USC/New Research Engineer/LLM Coding/LLM_Coding_Content_Analysis_Kenya_unique_200_by_Content_ID.csv
Q9,Multi-select,Jaccard,0.150000,0.150000,0.150000,,200,/Users/dhruvbhanderi/Documents/USC/New Research Engineer/LLM Coding/LLM Coding Content Analysis - Kenya.csv
Q9,Multi-select,Jaccard,0.000000,0.000000,0.000000,,200,/Users/dhruvbhanderi/Documents/Gates cursor/llm_coding/documents/Final LLM Coding Content Analysis - Kenya.csv
Q9,Multi-select,Jaccard,0.000000,0.000000,0.000000,,200,/Users/dhruvbhanderi/Documents/USC/New Research Engineer/LLM Coding/Final LLM Coding Content Analysis - Kenya.csv
