file,comment_number,decision,reason,starting_text,comment_text
tweet_a_woman_can_t_love_a_man_it_is_a_man_who_loves_a_woman.csv,121,Keep,Related to the piece and/or scope; usable for audience reception coding.,@amerix Men don't love any people. They accommodate them based on their contribution to their journey to greatness.,@amerix Men don't love any people. They accommodate them based on their contribution to their journey to greatness.
tweet_a_woman_can_t_love_a_man_it_is_a_man_who_loves_a_woman.csv,122,Keep,Related to the piece and/or scope; usable for audience reception coding.,@amerix 'Mkinipenda mtazishika Amri zangu' Yoh 14:15 |  and It goes down like that. |  | Living by my rules and submitting to the obligations.,@amerix 'Mkinipenda mtazishika Amri zangu' Yoh 14:15 |  and It goes down like that. |  | Living by my rules and submitting to the obligations.
tweet_a_woman_can_t_love_a_man_it_is_a_man_who_loves_a_woman.csv,123,Borderline,Short religious claim; related but thin.,@amerix There is no condition to receive love from God...,@amerix There is no condition to receive love from God...
tweet_a_woman_can_t_love_a_man_it_is_a_man_who_loves_a_woman.csv,124,Keep,Related to the piece and/or scope; usable for audience reception coding.,"@amerix ""Also, a woman can only love children, but children can't love the mother.  | Therefore, children must obey, respect, and submit to the mother to be loved."" Hapa nayo you a","@amerix ""Also, a woman can only love children, but children can't love the mother.  | Therefore, children must obey, respect, and submit to the mother to be loved."" Hapa nayo you are just talking for the sake"
tweet_a_woman_can_t_love_a_man_it_is_a_man_who_loves_a_woman.csv,125,Remove,Too thin/unclear reaction.,@amerix Wow a manday,@amerix Wow a manday
tweet_a_woman_can_t_love_a_man_it_is_a_man_who_loves_a_woman.csv,126,Keep,Related to the piece and/or scope; usable for audience reception coding.,@amerix So the man who wrote Deuteronomy was chewing jaba? https://t.co/6zkdvpYHTr,@amerix So the man who wrote Deuteronomy was chewing jaba? https://t.co/6zkdvpYHTr
tweet_a_woman_can_t_love_a_man_it_is_a_man_who_loves_a_woman.csv,127,Keep,Related to the piece and/or scope; usable for audience reception coding.,@amerix Fallacy. How many Christian martyrs (men) have given up their lives and died for their love of God?,@amerix Fallacy. How many Christian martyrs (men) have given up their lives and died for their love of God?
tweet_a_woman_can_t_love_a_man_it_is_a_man_who_loves_a_woman.csv,128,Remove,Generic joke reaction only.,@amerix Now this is funny 😹,@amerix Now this is funny 😹
tweet_a_woman_can_t_love_a_man_it_is_a_man_who_loves_a_woman.csv,129,Borderline,Very short religious counterpoint; related but thin.,@amerix Man can love God.,@amerix Man can love God.
tweet_a_woman_can_t_love_a_man_it_is_a_man_who_loves_a_woman.csv,130,Remove,Too thin/generic agreement only.,@amerix Very true,@amerix Very true
tweet_a_woman_can_t_love_a_man_it_is_a_man_who_loves_a_woman.csv,131,Keep,Related to the piece and/or scope; usable for audience reception coding.,"@amerix Moral of the story women, don't let him penetrate you if he can't provide, protect and precede you.","@amerix Moral of the story women, don't let him penetrate you if he can't provide, protect and precede you."
tweet_a_woman_can_t_love_a_man_it_is_a_man_who_loves_a_woman.csv,132,Keep,Related to the piece and/or scope; usable for audience reception coding.,@amerix You have a very interesting  perspective..your intellectuality is actually  intellectual,@amerix You have a very interesting  perspective..your intellectuality is actually  intellectual
tweet_a_woman_can_t_love_a_man_it_is_a_man_who_loves_a_woman.csv,133,Keep,Related to the piece and/or scope; usable for audience reception coding.,@amerix Hapa naye you're lying. Children can love their mother,@amerix Hapa naye you're lying. Children can love their mother
tweet_a_woman_can_t_love_a_man_it_is_a_man_who_loves_a_woman.csv,134,Keep,Related to the piece and/or scope; usable for audience reception coding.,@amerix Become the man you ought to become if you want to love. |  | Love is about giving... and you ought to be worth it to be able to give.,@amerix Become the man you ought to become if you want to love. |  | Love is about giving... and you ought to be worth it to be able to give.
tweet_a_woman_can_t_love_a_man_it_is_a_man_who_loves_a_woman.csv,135,Keep,Related to the piece and/or scope; usable for audience reception coding.,"@amerix “We love him, because he first loved us. If a man say, I love God, and hateth his brother, he is a liar: for he that loveth not his brother whom he hath seen, how can he lo","@amerix “We love him, because he first loved us. If a man say, I love God, and hateth his brother, he is a liar: for he that loveth not his brother whom he hath seen, how can he love God whom he hath not seen? And this commandment …., That he who loveth God love his brother also.”"
tweet_a_woman_can_t_love_a_man_it_is_a_man_who_loves_a_woman.csv,136,Remove,Too thin/generic praise only.,@amerix Powerful,@amerix Powerful
tweet_a_woman_can_t_love_a_man_it_is_a_man_who_loves_a_woman.csv,137,Keep,Related to the piece and/or scope; usable for audience reception coding.,@amerix If my wife disrepects me i will just give her a higher rank akuwe Bibi mkubwa.,@amerix If my wife disrepects me i will just give her a higher rank akuwe Bibi mkubwa.
tweet_a_woman_can_t_love_a_man_it_is_a_man_who_loves_a_woman.csv,138,Keep,Related to the piece and/or scope; usable for audience reception coding.,@amerix The last three statements can save you a lot of trouble with women,@amerix The last three statements can save you a lot of trouble with women
tweet_a_woman_can_t_love_a_man_it_is_a_man_who_loves_a_woman.csv,139,Remove,"Screenshot bot request, not audience reaction.",@amerix @pikaso_me screenshot shot this,@amerix @pikaso_me screenshot shot this
tweet_a_woman_can_t_love_a_man_it_is_a_man_who_loves_a_woman.csv,140,Keep,Related to the piece and/or scope; usable for audience reception coding.,"@amerix I disagree with a lot of things..but if a woman doesn't want you to penetrate her,,she. Deserves to be ignored.Alot of this pions out there waste lots of time on women who ","@amerix I disagree with a lot of things..but if a woman doesn't want you to penetrate her,,she. Deserves to be ignored.Alot of this pions out there waste lots of time on women who don't reward you with intimacy..then you end up victimizing them..men have become weak🚮🤬"
tweet_a_woman_can_t_love_a_man_it_is_a_man_who_loves_a_woman.csv,141,Borderline,Short learning reaction; related but thin.,@amerix We're learning everyday sure it's a Man day,@amerix We're learning everyday sure it's a Man day
tweet_a_woman_can_t_love_a_man_it_is_a_man_who_loves_a_woman.csv,142,Borderline,Short religious/sermon reaction; related but thin.,@amerix Sermon Home at the right time.,@amerix Sermon Home at the right time.
tweet_a_woman_can_t_love_a_man_it_is_a_man_who_loves_a_woman.csv,143,Keep,Related to the piece and/or scope; usable for audience reception coding.,"@amerix Totally agree, that's why when a man goes broke and can't provide and protect, a woman withdraws her respect, and sees him as unworthy to penetrate her. That means she neve","@amerix Totally agree, that's why when a man goes broke and can't provide and protect, a woman withdraws her respect, and sees him as unworthy to penetrate her. That means she never loved you in the first place because love is unconditional......blaaadclat.....bomboclaat!"
tweet_a_woman_can_t_love_a_man_it_is_a_man_who_loves_a_woman.csv,144,Keep,Related to the piece and/or scope; usable for audience reception coding.,"@amerix If all men decide to follow these rules, we shall have a very sober group of women in our society but simps Ni Nani?😂","@amerix If all men decide to follow these rules, we shall have a very sober group of women in our society but simps Ni Nani?😂"
tweet_a_woman_can_t_love_a_man_it_is_a_man_who_loves_a_woman.csv,145,Keep,Related to the piece and/or scope; usable for audience reception coding.,@amerix Love trickles down while respect goes the other way round noted 📝,@amerix Love trickles down while respect goes the other way round noted 📝
tweet_a_woman_can_t_love_a_man_it_is_a_man_who_loves_a_woman.csv,146,Remove,Meta-comment about missing women’s comments; not substantive enough.,"@amerix Ladies, I cannot see your comments","@amerix Ladies, I cannot see your comments"
tweet_a_woman_can_t_love_a_man_it_is_a_man_who_loves_a_woman.csv,147,Keep,Related to the piece and/or scope; usable for audience reception coding.,@amerix men are the romantics women are the idealists,@amerix men are the romantics women are the idealists
tweet_a_woman_can_t_love_a_man_it_is_a_man_who_loves_a_woman.csv,148,Borderline,Very short disagreement; related but thin.,@amerix Women do love their men,@amerix Women do love their men
tweet_a_woman_can_t_love_a_man_it_is_a_man_who_loves_a_woman.csv,149,Keep,Related to the piece and/or scope; usable for audience reception coding.,"@amerix Mkuu leo nae unatema, been thinking of that verse ""for God so love the world that he gave..."" For a long time now, reflecting to what you are telling us today. God bless yo","@amerix Mkuu leo nae unatema, been thinking of that verse ""for God so love the world that he gave..."" For a long time now, reflecting to what you are telling us today. God bless you."
tweet_a_woman_can_t_love_a_man_it_is_a_man_who_loves_a_woman.csv,150,Keep,Related to the piece and/or scope; usable for audience reception coding.,@amerix It's the father that has all the blessings and the curses.,@amerix It's the father that has all the blessings and the curses.
tweet_a_woman_can_t_love_a_man_it_is_a_man_who_loves_a_woman.csv,151,Keep,Related to the piece and/or scope; usable for audience reception coding.,"@amerix Whether you do what's right or wrong, whether you sin or ignore God HE STILL LOVES YOU EITHER WAY...HE SAYS COME AS YOU ARE.. my view most of your statements are drawn from","@amerix Whether you do what's right or wrong, whether you sin or ignore God HE STILL LOVES YOU EITHER WAY...HE SAYS COME AS YOU ARE.. my view most of your statements are drawn from a gays point of view...otherwise a real man knows it doesn't matter a thing he will just love his mother.."
tweet_a_woman_can_t_love_a_man_it_is_a_man_who_loves_a_woman.csv,152,Keep,Related to the piece and/or scope; usable for audience reception coding.,@amerix Mathew 22:37 LOVE THE LORD YOUR GOD WITH ALL YOUR HEART  | at times you just say things to apease who? Being masculine has been misinterpreted too many a times,@amerix Mathew 22:37 LOVE THE LORD YOUR GOD WITH ALL YOUR HEART  | at times you just say things to apease who? Being masculine has been misinterpreted too many a times
tweet_a_woman_can_t_love_a_man_it_is_a_man_who_loves_a_woman.csv,153,Remove,"Screenshot bot request, not audience reaction.",@amerix @_screenshoter screenshot this tweet.,@amerix @_screenshoter screenshot this tweet.
tweet_a_woman_can_t_love_a_man_it_is_a_man_who_loves_a_woman.csv,154,Remove,Copying/bookmarking statement; not substantive reaction.,@amerix I will copy this,@amerix I will copy this
tweet_a_woman_can_t_love_a_man_it_is_a_man_who_loves_a_woman.csv,155,Keep,Related to the piece and/or scope; usable for audience reception coding.,"@amerix Love is like a sport, going round in circles","@amerix Love is like a sport, going round in circles"
tweet_a_woman_can_t_love_a_man_it_is_a_man_who_loves_a_woman.csv,156,Keep,Related to the piece and/or scope; usable for audience reception coding.,"@amerix Obedience is love expressed toward God. ""IF you love ME, keep MY commandments."" ~ John 14:15. Love for God is an inward feeling (root), while obedience is an outward act (f","@amerix Obedience is love expressed toward God. ""IF you love ME, keep MY commandments."" ~ John 14:15. Love for God is an inward feeling (root), while obedience is an outward act (fruit). When man's love for God is turned into action it becomes obedience."
tweet_a_woman_can_t_love_a_man_it_is_a_man_who_loves_a_woman.csv,157,Keep,Related to the piece and/or scope; usable for audience reception coding.,"@amerix John 14:15-17 - If you love me, obey my commandments. |  | Man can and should love God. He shows his love through obeying his command.  |  | Titus 2:4 -Teach the younger wo","@amerix John 14:15-17 - If you love me, obey my commandments. |  | Man can and should love God. He shows his love through obeying his command.  |  | Titus 2:4 -Teach the younger women to love their husbands and children.  |  | Just sharing these verse to show you that you missed the point. ALL WRONG"
tweet_a_woman_can_t_love_a_man_it_is_a_man_who_loves_a_woman.csv,158,Keep,Related to the piece and/or scope; usable for audience reception coding.,"@amerix You have a semblance of the concept. | Nevertheless, a fundamental part omitted from your model is that God's love for man is unconditional. It is not pegged on man's obedi","@amerix You have a semblance of the concept. | Nevertheless, a fundamental part omitted from your model is that God's love for man is unconditional. It is not pegged on man's obedience and submission. Even when we don't submit or obey, God still loves us."
tweet_a_woman_can_t_love_a_man_it_is_a_man_who_loves_a_woman.csv,159,Keep,Related to the piece and/or scope; usable for audience reception coding.,"@amerix God says that women should submit and respect their husbands while men should love their wives. It's clear, but somehow humans don't get it. We fight to control because we ","@amerix God says that women should submit and respect their husbands while men should love their wives. It's clear, but somehow humans don't get it. We fight to control because we don't want to be dominated, yet it's our fate as women to be ruled over😂So much for speaking to the snake."
tweet_a_woman_can_t_love_a_man_it_is_a_man_who_loves_a_woman.csv,160,Keep,Related to the piece and/or scope; usable for audience reception coding.,"@amerix In short, what @Amerix has described is structure and order. I can tell you even churchgoers don't honor this and it's very clear in the creation story. This is how love co","@amerix In short, what @Amerix has described is structure and order. I can tell you even churchgoers don't honor this and it's very clear in the creation story. This is how love comes full circle."
tweet_a_woman_can_t_love_a_man_it_is_a_man_who_loves_a_woman.csv,161,Remove,Generic endorsement only.,@amerix I endorse this message!,@amerix I endorse this message!
tweet_a_woman_can_t_love_a_man_it_is_a_man_who_loves_a_woman.csv,162,Keep,Related to the piece and/or scope; usable for audience reception coding.,"@amerix Women do not have the capability to love men the way men would like to be loved, therefore a woman's love is based on the man's capacity to meet her needs and not for love'","@amerix Women do not have the capability to love men the way men would like to be loved, therefore a woman's love is based on the man's capacity to meet her needs and not for love's sake as portrayed in the media, songs, movies."
tweet_a_woman_can_t_love_a_man_it_is_a_man_who_loves_a_woman.csv,163,Borderline,Very short meta-comment; limited coding value.,@amerix All the men agreeing to this,@amerix All the men agreeing to this
tweet_a_woman_can_t_love_a_man_it_is_a_man_who_loves_a_woman.csv,164,Borderline,Short Swahili/Sheng reaction; related but thin.,"@amerix Na hawa waschana wa ""I love you too"". hua wanapimana ninii","@amerix Na hawa waschana wa ""I love you too"". hua wanapimana ninii"
tweet_a_woman_can_t_love_a_man_it_is_a_man_who_loves_a_woman.csv,165,Keep,Related to the piece and/or scope; usable for audience reception coding.,@amerix Mwalimu oozing wisdom like Solomon.  Time for toxic women to learn and protect their children from their bad habits,@amerix Mwalimu oozing wisdom like Solomon.  Time for toxic women to learn and protect their children from their bad habits
tweet_a_woman_can_t_love_a_man_it_is_a_man_who_loves_a_woman.csv,166,Remove,"Screenshot bot request, not audience reaction.",@amerix @pikaso_me screenshot this for me.,@amerix @pikaso_me screenshot this for me.
tweet_a_woman_can_t_love_a_man_it_is_a_man_who_loves_a_woman.csv,167,Keep,Related to the piece and/or scope; usable for audience reception coding.,@amerix The verse that says love God with all your heart and strength? What does it mean?,@amerix The verse that says love God with all your heart and strength? What does it mean?
tweet_a_woman_can_t_love_a_man_it_is_a_man_who_loves_a_woman.csv,168,Borderline,Very short family-love claim; related but thin.,@amerix A parents love is unconditional,@amerix A parents love is unconditional
tweet_a_woman_can_t_love_a_man_it_is_a_man_who_loves_a_woman.csv,169,Keep,Related to the piece and/or scope; usable for audience reception coding.,@amerix You'll be needed when you have what is needed. | Never see that as love.  | As a man always strive to have what is needed,@amerix You'll be needed when you have what is needed. | Never see that as love.  | As a man always strive to have what is needed
tweet_a_woman_can_t_love_a_man_it_is_a_man_who_loves_a_woman.csv,170,Borderline,Short hashtag/phrase; limited coding value.,@amerix #Manday  | Chain towards God,@amerix #Manday  | Chain towards God
tweet_a_woman_can_t_love_a_man_it_is_a_man_who_loves_a_woman.csv,171,Remove,Too thin/generic learning reaction only.,@amerix Learned.,@amerix Learned.
tweet_a_woman_can_t_love_a_man_it_is_a_man_who_loves_a_woman.csv,172,Keep,Related to the piece and/or scope; usable for audience reception coding.,"@amerix Modern system has robbed society especially Black society of their true believes, values and culture. Society is rotting slowly.","@amerix Modern system has robbed society especially Black society of their true believes, values and culture. Society is rotting slowly."
tweet_a_woman_can_t_love_a_man_it_is_a_man_who_loves_a_woman.csv,173,Remove,"Screenshot bot request, not audience reaction.",@amerix @_screenshoter screenshot this  @rattibha,@amerix @_screenshoter screenshot this  @rattibha
tweet_a_woman_can_t_love_a_man_it_is_a_man_who_loves_a_woman.csv,174,Keep,Related to the piece and/or scope; usable for audience reception coding.,@amerix Man can't love God?  Stick ur focus on reminding males to remain masculine. Things religion ur opinion is unrequested.,@amerix Man can't love God?  Stick ur focus on reminding males to remain masculine. Things religion ur opinion is unrequested.
tweet_a_woman_can_t_love_a_man_it_is_a_man_who_loves_a_woman.csv,175,Borderline,Short negative reaction; sentiment only.,@amerix Garbage! This is illiteracy of the worst order.,@amerix Garbage! This is illiteracy of the worst order.
tweet_a_woman_can_t_love_a_man_it_is_a_man_who_loves_a_woman.csv,176,Borderline,Joking response; related but thin.,@amerix So unasema nikitumaaa za bundles na za girlfriend allowance si mbayaaa😂?,@amerix So unasema nikitumaaa za bundles na za girlfriend allowance si mbayaaa😂?
tweet_a_woman_can_t_love_a_man_it_is_a_man_who_loves_a_woman.csv,177,Keep,Related to the piece and/or scope; usable for audience reception coding.,"@amerix This is very powerful,it's made it way to my diary,infact the diary is handwritten not soft copied","@amerix This is very powerful,it's made it way to my diary,infact the diary is handwritten not soft copied"
tweet_a_woman_can_t_love_a_man_it_is_a_man_who_loves_a_woman.csv,178,Keep,Related to the piece and/or scope; usable for audience reception coding.,@amerix I thought love was bottom-up and two-way Street.,@amerix I thought love was bottom-up and two-way Street.
tweet_a_woman_can_t_love_a_man_it_is_a_man_who_loves_a_woman.csv,179,Keep,Related to the piece and/or scope; usable for audience reception coding.,@amerix Man can not love God ? |  | Children can not love their mother?,@amerix Man can not love God ? |  | Children can not love their mother?
tweet_a_woman_can_t_love_a_man_it_is_a_man_who_loves_a_woman.csv,180,Remove,Link-only/personal share; not substantive.,@amerix This for you bro https://t.co/r1lPlCPBlg,@amerix This for you bro https://t.co/r1lPlCPBlg
tweet_a_woman_can_t_love_a_man_it_is_a_man_who_loves_a_woman.csv,181,Keep,Related to the piece and/or scope; usable for audience reception coding.,"@amerix Titus 2:4 KJV | [4] that they may teach the young women to be sober, to love their husbands, to love their children,  |  | https://t.co/Rf2v1ZcIqe","@amerix Titus 2:4 KJV | [4] that they may teach the young women to be sober, to love their husbands, to love their children,  |  | https://t.co/Rf2v1ZcIqe"
tweet_a_woman_can_t_love_a_man_it_is_a_man_who_loves_a_woman.csv,182,Keep,Related to the piece and/or scope; usable for audience reception coding.,@amerix Men have refused to evolve. Nature has no rules,@amerix Men have refused to evolve. Nature has no rules
tweet_a_woman_can_t_love_a_man_it_is_a_man_who_loves_a_woman.csv,183,Keep,Related to the piece and/or scope; usable for audience reception coding.,"@amerix The strength of love lies in mutual respect and understanding.  |  | When both partners uplift and support each other, true connection is formed.","@amerix The strength of love lies in mutual respect and understanding.  |  | When both partners uplift and support each other, true connection is formed."
tweet_a_woman_can_t_love_a_man_it_is_a_man_who_loves_a_woman.csv,184,Keep,Related to the piece and/or scope; usable for audience reception coding.,"@amerix Most men lust for the woman, few understand love. | Some women love their men, others love for convenience.  | Man should love his woman, she should submit to her man. | Wo","@amerix Most men lust for the woman, few understand love. | Some women love their men, others love for convenience.  | Man should love his woman, she should submit to her man. | Women exhibit emotions verbally, men exhibit emotions physically. | Man be responsible,  woman, submit!"
tweet_a_woman_can_t_love_a_man_it_is_a_man_who_loves_a_woman.csv,185,Keep,Related to the piece and/or scope; usable for audience reception coding.,@amerix On it.  |  | Obedience must prevail.,@amerix On it.  |  | Obedience must prevail.
tweet_a_woman_can_t_love_a_man_it_is_a_man_who_loves_a_woman.csv,186,Keep,Related to the piece and/or scope; usable for audience reception coding.,"@amerix Thanks for pointing that out. I always ask what is love? Because my definition of it is actions, not any other nonsense.","@amerix Thanks for pointing that out. I always ask what is love? Because my definition of it is actions, not any other nonsense."
tweet_a_woman_can_t_love_a_man_it_is_a_man_who_loves_a_woman.csv,187,Keep,Related to the piece and/or scope; usable for audience reception coding.,@amerix Women are fundamentally incapable of loving a man in the way that a man expects to be loved by a woman.~@RationalMale,@amerix Women are fundamentally incapable of loving a man in the way that a man expects to be loved by a woman.~@RationalMale
tweet_a_woman_can_t_love_a_man_it_is_a_man_who_loves_a_woman.csv,188,Keep,Related to the piece and/or scope; usable for audience reception coding.,"@amerix Unaeka CCTV to catch your CHEATING WIFE in the act lakini uko na mixed feelings after watching the video juu design unagongewa, her screams and moans unashindwa UKASIRIKE a","@amerix Unaeka CCTV to catch your CHEATING WIFE in the act lakini uko na mixed feelings after watching the video juu design unagongewa, her screams and moans unashindwa UKASIRIKE ama UMBAO 🤣....... life is hard! |  | #RutoMustGoNow"
tweet_a_woman_can_t_love_a_man_it_is_a_man_who_loves_a_woman.csv,189,Borderline,Generic endorsement with little substance.,@amerix This too accurate and perfect.  | People must learn or perish,@amerix This too accurate and perfect.  | People must learn or perish
tweet_a_woman_can_t_love_a_man_it_is_a_man_who_loves_a_woman.csv,190,Keep,Related to the piece and/or scope; usable for audience reception coding.,@amerix Each Man has a Sun with in him (Power). Each individual has his own unique way of gaining and exercising Knowledge. Being there as it might. A man can only Love as far as h,@amerix Each Man has a Sun with in him (Power). Each individual has his own unique way of gaining and exercising Knowledge. Being there as it might. A man can only Love as far as his own ability of Understanding the Love he has for himself.
tweet_a_woman_can_t_love_a_man_it_is_a_man_who_loves_a_woman.csv,191,Keep,Related to the piece and/or scope; usable for audience reception coding.,"@amerix What do you mean by ""...man can't love God"" ?","@amerix What do you mean by ""...man can't love God"" ?"
tweet_a_woman_can_t_love_a_man_it_is_a_man_who_loves_a_woman.csv,192,Borderline,Mostly link-only with brief phrase; limited coding value.,@amerix Only men will get this. https://t.co/Sio6c5P0Q4,@amerix Only men will get this. https://t.co/Sio6c5P0Q4
tweet_a_woman_can_t_love_a_man_it_is_a_man_who_loves_a_woman.csv,193,Remove,Too thin/generic praise only.,@amerix Wise say,@amerix Wise say
tweet_a_woman_can_t_love_a_man_it_is_a_man_who_loves_a_woman.csv,194,Keep,Related to the piece and/or scope; usable for audience reception coding.,@amerix A man's heart is not like a woman's womb....it cannot bleed or stretch to make room for you,@amerix A man's heart is not like a woman's womb....it cannot bleed or stretch to make room for you
tweet_a_woman_can_t_love_a_man_it_is_a_man_who_loves_a_woman.csv,195,Keep,Related to the piece and/or scope; usable for audience reception coding.,@amerix This reverse psychology inanikanganya bana 😂😂,@amerix This reverse psychology inanikanganya bana 😂😂
tweet_a_woman_can_t_love_a_man_it_is_a_man_who_loves_a_woman.csv,196,Remove,Generic endorsement only.,@amerix This is the gospel.,@amerix This is the gospel.
tweet_a_woman_can_t_love_a_man_it_is_a_man_who_loves_a_woman.csv,197,Keep,Related to the piece and/or scope; usable for audience reception coding.,@amerix This is how it’s broken down really easy maths for a good successful family. But what about the man that doesn’t love or cheat?,@amerix This is how it’s broken down really easy maths for a good successful family. But what about the man that doesn’t love or cheat?
tweet_a_woman_can_t_love_a_man_it_is_a_man_who_loves_a_woman.csv,198,Keep,Related to the piece and/or scope; usable for audience reception coding.,"@amerix She doesnt deserve to be preceded,provided for,protected,or penetrated.","@amerix She doesnt deserve to be preceded,provided for,protected,or penetrated."
tweet_a_woman_can_t_love_a_man_it_is_a_man_who_loves_a_woman.csv,199,Borderline,Generic praise; limited coding value.,"@amerix You continue to give us insights which no one else could have taught us, thanks sir.","@amerix You continue to give us insights which no one else could have taught us, thanks sir."
tweet_a_woman_can_t_love_a_man_it_is_a_man_who_loves_a_woman.csv,200,Borderline,Abstract analogy; related but thin.,@amerix This is explained like water cycle. Everything goes back to the origin,@amerix This is explained like water cycle. Everything goes back to the origin
tweet_a_woman_can_t_love_a_man_it_is_a_man_who_loves_a_woman.csv,201,Remove,Mostly unrelated political/local reference plus link.,@amerix hawa wanaume wakose tu kulearn lkn wasiguze murima https://t.co/3pdOwltRNO,@amerix hawa wanaume wakose tu kulearn lkn wasiguze murima https://t.co/3pdOwltRNO
tweet_a_woman_can_t_love_a_man_it_is_a_man_who_loves_a_woman.csv,202,Borderline,Very short directive; limited coding value.,@amerix men learn or perish,@amerix men learn or perish
tweet_a_woman_can_t_love_a_man_it_is_a_man_who_loves_a_woman.csv,203,Keep,Related to the piece and/or scope; usable for audience reception coding.,@amerix @lennybett2 It is against the order of nature for a woman to love a man and to chase a man .,@amerix @lennybett2 It is against the order of nature for a woman to love a man and to chase a man .
tweet_a_woman_can_t_love_a_man_it_is_a_man_who_loves_a_woman.csv,204,Keep,Related to the piece and/or scope; usable for audience reception coding.,@amerix The man is born a leader and the woman a follower.,@amerix The man is born a leader and the woman a follower.
tweet_a_woman_can_t_love_a_man_it_is_a_man_who_loves_a_woman.csv,205,Borderline,Joking response; related but thin.,@amerix Hapa sasa mambo ya wat I bring on the table ishaondoka wacha sasa ni fall in love,@amerix Hapa sasa mambo ya wat I bring on the table ishaondoka wacha sasa ni fall in love
tweet_a_woman_can_t_love_a_man_it_is_a_man_who_loves_a_woman.csv,206,Keep,Related to the piece and/or scope; usable for audience reception coding.,@amerix That's more of your opinion than a fact. You don't have to otherthink simple things. Everyone can love if they allow love in them.,@amerix That's more of your opinion than a fact. You don't have to otherthink simple things. Everyone can love if they allow love in them.
tweet_a_woman_can_t_love_a_man_it_is_a_man_who_loves_a_woman.csv,207,Keep,Related to the piece and/or scope; usable for audience reception coding.,@amerix Give us the description of love then we proceed from there. And don't confuse lust and love.,@amerix Give us the description of love then we proceed from there. And don't confuse lust and love.
tweet_a_woman_can_t_love_a_man_it_is_a_man_who_loves_a_woman.csv,208,Keep,Related to the piece and/or scope; usable for audience reception coding.,"@amerix You have got is partly right.   |  | The Christian love which couples subscribe to is SELFLESS AND UNCONDITIONAL love.  A man ought to love a woman as he loves himself, cau","@amerix You have got is partly right.   |  | The Christian love which couples subscribe to is SELFLESS AND UNCONDITIONAL love.  A man ought to love a woman as he loves himself, causing the wife to love him back. | God loves a man UNCONDITIONALLY, and gives him the capacity to live Him back."
tweet_a_woman_can_t_love_a_man_it_is_a_man_who_loves_a_woman.csv,209,Keep,Related to the piece and/or scope; usable for audience reception coding.,@amerix A man shall love his woman like Christ loved the church.. how did Christ love the church? Without conditions.. you are to love your wife at all times.. no amount if disresp,@amerix A man shall love his woman like Christ loved the church.. how did Christ love the church? Without conditions.. you are to love your wife at all times.. no amount if disrespect etc should make u stop loving her.
tweet_a_woman_can_t_love_a_man_it_is_a_man_who_loves_a_woman.csv,210,Borderline,Very short reaction; limited coding value.,@amerix nayo kweli ss ka mens we try2 love  God only,@amerix nayo kweli ss ka mens we try2 love  God only
youtube_my_voice_was_beaten_out_of_me_by_my_father_toxic_masculinity.csv,1,Borderline,Very short content reaction; usable only for sentiment.,I am so glad I watched this.,I am so glad I watched this.
youtube_my_voice_was_beaten_out_of_me_by_my_father_toxic_masculinity.csv,2,Keep,Related to the piece and/or scope; usable for audience reception coding.,Your uncle was a police man and he watched you being abused the way you did ? That’s sick,Your uncle was a police man and he watched you being abused the way you did ? That’s sick
youtube_my_voice_was_beaten_out_of_me_by_my_father_toxic_masculinity.csv,3,Keep,Related to the piece and/or scope; usable for audience reception coding.,Man this story just stired some emotions in me.i feel like you just told my whole story.,Man this story just stired some emotions in me.i feel like you just told my whole story.
youtube_my_voice_was_beaten_out_of_me_by_my_father_toxic_masculinity.csv,4,Keep,Related to the piece and/or scope; usable for audience reception coding.,"I know Erick so well,after the burn he was brought  to my house and he lived with us for 1 year.This is a real life experience.","I know Erick so well,after the burn he was brought  to my house and he lived with us for 1 year.This is a real life experience."
youtube_my_voice_was_beaten_out_of_me_by_my_father_toxic_masculinity.csv,5,Remove,Promotion of Kibe Space; not a reaction to this video/content.,Join Kibe Space everyday from Monday to Friday all these are discussed on this space.,Join Kibe Space everyday from Monday to Friday all these are discussed on this space.
youtube_my_voice_was_beaten_out_of_me_by_my_father_toxic_masculinity.csv,6,Keep,Related to the piece and/or scope; usable for audience reception coding.,You are amazing! Good to hear from a man 👨,You are amazing! Good to hear from a man 👨
youtube_my_voice_was_beaten_out_of_me_by_my_father_toxic_masculinity.csv,7,Keep,Related to the piece and/or scope; usable for audience reception coding.,This is a refreshing interview. Happy to see men stepping out of toxic societal norms and becoming emotionally healthy 👏🏾,This is a refreshing interview. Happy to see men stepping out of toxic societal norms and becoming emotionally healthy 👏🏾
youtube_my_voice_was_beaten_out_of_me_by_my_father_toxic_masculinity.csv,8,Keep,Related to the piece and/or scope; usable for audience reception coding.,Your father was evil...he was possessed by his own demons,Your father was evil...he was possessed by his own demons
youtube_my_voice_was_beaten_out_of_me_by_my_father_toxic_masculinity.csv,9,Keep,Related to the piece and/or scope; usable for audience reception coding.,A lesson of love ❤ | Thank you Mr. Otieno!,A lesson of love ❤ | Thank you Mr. Otieno!
